Unnamed: 0,rating,review,date,userName,title,quarter,year
1925,5,너무 좋은데 오스틴과 앨리 시즌 4는 언제 올려주시나요 ㅠㅠㅠ 제발요,2022-01-16 02:46:03,Clippers nation,,2022/1Q,2022
2489,1,계속 구독만 뜸 ㅡㅡ,2022-01-16 03:14:50,카마도탄지로TV,,2022/1Q,2022
524,5,시청 중인 컨텐츠에서 삭제하는 것 좀 만들어주세요,2022-01-16 06:24:19,ㅑ저눙아,시청 중인 컨텐츠 삭제,2022/1Q,2022
1713,1,컨텐츠에 대해선 나무랄 것이 없습니다. 다만 운영에 대해선 그냥 넷플릭스나 웨이브에 외주를 주세요. 못하겠으면.,2022-01-16 08:32:33,laughman ?,,2022/1Q,2022
40,5,넷플보다가 갈아탔는데 제 기준에선 디즈니플러스가 더 재밌는거 같아요 하나하나 다 재밌는 컨텐츠라 맘에 듭니다. 다만 드라마 같은 경우 다음화 넘어 갈 때 넘겨주는 버튼을 좀 더 빠르게 띠워줬으면 좋겠어여 타이밍도 각 화마다 좀 제각각인거같구ㅜㅜ,2022-01-16 08:56:44,짜빠빠,디즈니 플러스 짱짱,2022/1Q,2022
1166,3,넷플릭스에 비해서 UI도 불편하고 PIP창 지원이 안되는게 많이 아쉽네요,2022-01-16 09:20:59,손현락,,2022/1Q,2022
1910,1,왜 로딩시간이 너무 오래걸려요. 답답,2022-01-16 10:15:04,김일영,,2022/1Q,2022
2349,3,넷플릭스 좀 보고 기능 추가좀 하시길,2022-01-16 10:41:29,최승리,,2022/1Q,2022
877,2,넷플릭스보다 버퍼링이 너무 심함 아직 편의성 및 버퍼링 문제 개선점이 넘쳐남에도 개선을 위한 업데이트가 없음,2022-01-16 11:02:28,흑단과 상아,,2022/1Q,2022
697,1,"스마트폰, 컴퓨터 연동이 자기 맘대로 됨. 안 될 때가 훨씬 많음. 개선할 점이 많음",2022-01-16 11:26:23,황재웅,,2022/1Q,2022
3198,4,자막... 휴,2022-01-16 12:27:39,한민국,,2022/1Q,2022
2454,5,컨텐츠가 정말 많네요~,2022-01-16 12:44:17,hyunchul Cho,,2022/1Q,2022
1308,3,자막 개선과 저장용량만 덜 차지하면 좋겠습니다,2022-01-16 13:14:48,구라탕,,2022/1Q,2022
2865,1,티비연결 그지같아요.,2022-01-16 13:35:36,hey jude,,2022/1Q,2022
3178,5,굿,2022-01-16 14:50:29,조석희,,2022/1Q,2022
502,1,갤럭시 Z 폴드2 플렉스모드 사용시 화면 검게 변해서 영상이 안나옴. 자체적으로 지원을 해주던가 플렉스모드로 쓸때 화면이나 정상적으로 출력해주던가 둘중 하나는 해라. 어플 그지같이 만들었네 진짜.,2022-01-16 15:15:13,GiJin Oh,,2022/1Q,2022
2988,5,개ㅜ재밋어요 제발 보세요 ㄷㄷ,2022-01-16 16:51:39,윤지영,,2022/1Q,2022
1096,4,5개주기에는...컨텐츠가 부족하고 인터페이스나...자막의 완성도가 부족하다,2022-01-16 17:13:16,김민석,,2022/1Q,2022
966,3,음..1년구독했는데 컨텐츠는 좋은데 앱이좀 애매하네요 보던영상 없애는 기능있었으면 좋겠어요,2022-01-16 18:00:55,이승준,,2022/1Q,2022
2164,3,배속 기능 좀 만들어줘여 ㅠㅠ,2022-01-16 19:06:56,임동영,,2022/1Q,2022
2066,1,요즘 세상에 팝업 기능이 없다니요...,2022-01-16 20:00:34,cragon c,,2022/1Q,2022
2456,5,1편보다 더 재밌게 봤습니다.,2022-01-16 21:03:57,오보경,,2022/1Q,2022
3193,5,굿,2022-01-16 21:27:40,고냥이 좋아하는 이태웅,,2022/1Q,2022
728,5,❤️❤️,2022-01-16 22:04:21,abaoqbwkql,너무좋고그냥다좋은디플,2022/1Q,2022
799,1,계속 로딩중으로 떠서 삭제하고 다시까니 처음엔 접속됐는데 또 로딩만 계속 뜨네요 돈내고 보는건데 왜 못봐야하나요,2022-01-16 23:08:21,쓰리몽,,2022/1Q,2022
2765,5,엔칸토 플레이어가 되어버린 디플,2022-01-17 00:02:25,NP B,,2022/1Q,2022
2230,2,솔직히 성인은 마블 원톨로 생각하고 보세요 진짜 컨텐츠가 없습니다 정기결제 계속해야할 이유를 모르겠음 심각할 정도로 부족한 컨텐츠,2022-01-17 00:09:19,[NS]유기릿,,2022/1Q,2022
1858,5,와 진짜 마블도다 볼수있고 너무좋아요,2022-01-17 00:25:41,신현진,,2022/1Q,2022
2970,3,렉이 심함,2022-01-17 00:34:21,NKM7777,,2022/1Q,2022
2388,3,심슨의 디즈니 플러스 자막의 싱크가 맞지 않습니다 수정 부탁드려요,2022-01-17 02:17:01,박병우,,2022/1Q,2022
633,5,큰 불편사항 없음,2022-01-17 04:29:24,한지파더,재미있게 보고있어요,2022/1Q,2022
546,3,"두 개이상의 자막 동시에 띄워서 볼 수 있게 해주세요, 그리고 다른 작업하면서도 볼 수 있게 팝업 화면도 지원 부탁합니다",2022-01-17 10:16:30,Lei Ahn,,2022/1Q,2022
770,1,자막 수준이 영어 잘하는 고딩한테 맡겨도 이거보단 나을듯. 영화도 그렇고 디즈니 플러스도 이런거보면 뭔가 뒷거래가 있는거 아닌가싶다. 피씨와 탭에서 잘되는 다음 화 자동 재생도 폰 어플에선 안됨.,2022-01-17 12:46:22,Moong,,2022/1Q,2022
368,3,"요금제 올리고
광고를 좀 팔아서라도 
컨텐츠 질 높이면 소비자는 옴.

요즘은 재밌는 광고도 많아서 광고가 더 이상 보기 싫은것만은 아닌 시대임.",2022-01-17 12:58:48,안되거든요,컨텐츠 확보 필요,2022/1Q,2022
212,2,프로필 설정에 콘텐츠 등급은 19+등급 콘텐츠까지 시청가능하다고 떠 있는데 영화 하나 보려고 하니 성인인증 다시 하라고 하고.. 계정 아이디 비밀번호 입력해도 잘못된 비밀번호라고 계속 오류만 뜨고.. 성인 인증 좀 번거롭고 제대로 인증이 안돼서 불편하네요. 결국 못 봄..,2022-01-17 13:46:35,Ok20113325,성인인증,2022/1Q,2022
2251,5,LG 86sj9570에서보는데 자주 자막이 휙하고지나가네요 이게 무슨오류인지 모르겠는데 영화한편보면 20~30번정도는 그렇게 지나가요 그렇게 지나가고난후에 살짝 싱크도 안맞고 10초뒤로해서 보면 그자막이 제데로 나오고 얼렁고쳐주세요 ㅠ,2022-01-17 14:39:07,LegendGamerKOR,,2022/1Q,2022
59,2,넷플릭스에서 갈아탔는데 별로예요 ㅠㅠ 넷플릭스도 그닥 좋았던 건 아니지만... 일단 기본적으로 로딩이 너무 오래걸려요 처음에는 사용하고 있는 기기 땜에 그런 줄 알았는데 모든 기기에서 다 그렇더라구요 그리고 시청중인 목록 삭제하는 버튼을 따로 만들어주세요 시리즈물은 목록에서 삭제하기가 너무 불편하네요 ㅠㅠㅠ,2022-01-17 15:49:54,evermind Doyeon,,2022/1Q,2022
1350,1,이거 검은화면만 뜨고 재생이 안되요 문제좀 해결해주세요.,2022-01-17 19:30:11,한아름,,2022/1Q,2022
1361,1,일부기기에서 실행자체가 안되는 오류가 있으나 수일간 방치되고있음,2022-01-17 20:00:51,정지환,,2022/1Q,2022
1425,1,화면이 너무어둡다..못볼정도다..,2022-01-17 20:36:10,남윤호,,2022/1Q,2022
408,2,장사 안된다고 징징대지 말고.. 한글자막 좀 갖춰주세요. 선택 할 수 있는 옵션이 너무 적습니다. 자막없이 오디오로만 퉁치려고 앵간한 애니 시리즈는 더빙판만 들여놓은거 너무 실망스러움,2022-01-17 20:58:22,견과류,,2022/1Q,2022
827,3,좋습니다 하지만 다들 말하는것처럼 자막이 형편없고 콘텐츠는 적어요.다음 업데이트로 이런게 개선되면 좋겠습니다,2022-01-17 21:26:48,욘도,,2022/1Q,2022
1033,1,자꾸 영상 재생이 안되요. 로그인하고 로딩도 오래걸리구요.,2022-01-17 22:01:47,Scarlet Rose,,2022/1Q,2022
2368,4,그 디즈니 플러스에 좀비 키즈 말고 성인걸로좀 좀비 영화를 만들면 좋깄어요,2022-01-18 00:43:27,남류주환,,2022/1Q,2022
1860,1,어플 접근성 최악 기능 최악 컨텐츠 갯수 최악,2022-01-18 02:16:11,용사,,2022/1Q,2022
3153,1,자막 ㅎㅌㅊ,2022-01-18 02:16:47,DopeBeee돕비,,2022/1Q,2022
712,5,디즈니,2022-01-18 07:58:31,블럭퍼즐,스파이디 그리고 놀라운 친구,2022/1Q,2022
1923,1,아니 제가 만화을 보는데 디즈니 채널이 사라지고 돈주고하는 양심이없네요 저는 돈이없어 넷플릭스 디즈니플러스 등등 못본다고요 아니 에바자나 돈 벌라고 ㄹㅇ ㅋㅋㅋㅋ,2022-01-18 10:18:11,트롤짓다오,,2022/1Q,2022
1377,5,넷플리스 보다요 디즈니 플러스가요 최고이네요 저도요 처음봐요 너무나 재미있네요 지난영화하고요 올해영화까지도요 인정해요 한국영화시리즈 모드도요 추가 해주세요,2022-01-18 10:52:19,비공개제네시스 GV80 좋아 사람 님,,2022/1Q,2022
1777,1,검은화면만 나옵니다. 재설치해도 그렇고... 이용불가 어쩔.???,2022-01-18 11:48:52,Jinsuk lee,,2022/1Q,2022
3182,5,좋아요,2022-01-18 12:03:17,Gsrhymer,,2022/1Q,2022
1641,3,편의성이 떨어지는 느낌.,2022-01-18 12:51:48,Yu풍곤,,2022/1Q,2022
1324,3,유플러스 티비로 시청시 Full화면으로 안나와요.50인치 화면에서 40인치로 시청하는 느낌이네요.PC처럼 full화면 지원하도록 해주세요,2022-01-18 13:39:16,남진욱,,2022/1Q,2022
3186,5,좋아요,2022-01-18 14:35:33,정병주,,2022/1Q,2022
1575,4,다 좋은데 자막크기가 너무 작아요 그리고 스파이더맨 mcu 꺼라도 좋으니 제발 들고 와주세요,2022-01-18 18:14:55,또봇Y,,2022/1Q,2022
788,5,"랙과 버그가 잘 않걸려서 아주 좋고 tv와 탭, 핸드폰, 컴퓨터 등의 조작법이 아주 쉬워요.",2022-01-18 18:36:50,"sun mi,ᄇᄌᄇ sun",,2022/1Q,2022
1046,4,크롬캐스트 송출시 볼륨버튼이 안먹어요. 업데이트로 수정 부탁드립니다.,2022-01-18 23:52:59,Seung Yoon Park,,2022/1Q,2022
2966,3,볼 게 없어요,2022-01-19 02:26:30,냠냠,,2022/1Q,2022
1044,2,폴드2인데 잘 되더니 아예 어플 안켜진지 한달 됨 왜 화면 검어지기만하고 안들어가지는거에요? 결제를 안한것도아닌데?,2022-01-19 08:08:22,MH Kim,,2022/1Q,2022
2226,1,왜!!!!!!!!!현질하라는거에요 돈많은사람만하라고 넷플보다자존심이없네!!!!!!!!,2022-01-19 08:27:00,서주운,,2022/1Q,2022
1868,3,오프닝 넘기기 다음화 넘기기 됐다 안됐다 하고 솔직히 마블 말곤 걍 어린이용 국내 컨텐츠 부족 해외 컨텐츠도 부족 넷플릭스와 비교 안할래야 안할수가 없음 출시하기전에 다른 경쟁사 편의성 기능과 컨텐츠 파악도 안하고 출시 하셨나? 참 암울하네,2022-01-19 10:16:48,토리토리,,2022/1Q,2022
2391,4,핍모드 안되는게 불편하네요,2022-01-19 10:42:19,살려주세요.,,2022/1Q,2022
2773,4,설강화는내려주세요,2022-01-19 13:20:42,네이선,,2022/1Q,2022
2771,1,버퍼링 주옥같네,2022-01-19 14:09:27,해피,,2022/1Q,2022
2723,5,배속이랑 pip 업데이트 해주삼,2022-01-19 15:08:30,최현영,,2022/1Q,2022
3184,5,굿,2022-01-19 15:08:31,고니,,2022/1Q,2022
785,4,난 좋은디.. 자막같은거에 대해 1도 몰라서 그런가??.. 배터리 소모도 별로 안해서 배터리없어서 게임 못할때 게임대신 몇시간 순삭하기(?) 딱이던데,2022-01-19 15:11:50,츄키,,2022/1Q,2022
2702,1,다운안받아지나여ㅡㅡㅡㅡㅡㅡㅡ,2022-01-19 15:41:30,도도남매,,2022/1Q,2022
1381,3,다좋은데 이제 설강화만 뺐으면 좋겠네요 아시아의 역사엔 관심 1도 없고 돈만 벌면 된다는 서양의 디즈니 잘 알겠거든요,2022-01-19 15:55:39,엘사가 놀리면얼let it go레리,,2022/1Q,2022
432,1,컨텐츠 내용은 그렇다쳐도 앱의 기능부분은 개선이 너무너무 많이 필요합니다. 특히 저화질을 선택해도 데이터를 너무 많이 처먹음. 속히 개선 필요.,2022-01-19 17:47:57,Ki-Hong PAE,,2022/1Q,2022
2413,1,환불부탁해요 이제안쓸건데 결제되서요,2022-01-19 17:54:41,Kjhsuz Hgaygs,,2022/1Q,2022
1116,3,생각보단 컨텐츠가 빈약 특히 국내컨텐츠가 더 다양했으면 합니다,2022-01-19 18:01:49,안토니우스,,2022/1Q,2022
1877,5,월정액값만 오르지않으면 좋은 미디어,2022-01-19 19:02:57,이진형,,2022/1Q,2022
2356,5,삶이란거에 다시 한번 생각해 보게 되네요^^,2022-01-19 19:32:21,꽃반지,,2022/1Q,2022
2284,5,디즈니를 다 볼 수 있어서 좋아요 제가 몰랐던 디즈니를 봐서 좋아요,2022-01-19 20:56:15,유유유tv,,2022/1Q,2022
1696,4,자막이 중간에 안 나올 때가 있어요 그거 빼면 좋아요,2022-01-19 21:09:49,민채,,2022/1Q,2022
772,2,다음회차 넘어가기가 너무 번거롭고 찜 해놓은 작품 찿기도 불편해요. 그리고 자막이 신경 안쓴 티가 많이 납니다.,2022-01-19 21:21:36,youhs,,2022/1Q,2022
1863,2,자막이 진짜 개판이에요 그레이아나토미 시즌16화 10회이후 자막쓰신분바뀐거같은데 앞편한편만보고 썻어도알았을텐데 반말하던사이 다 존대쓰고 번역도개판이에요,2022-01-19 21:32:43,정지혜,,2022/1Q,2022
2730,1,성인 인증 안돼요^^ 쓰레기같은어플,2022-01-19 22:17:38,의황,,2022/1Q,2022
2160,3,1편보다 나은 2편은 별로 없다는 진실...,2022-01-20 00:48:29,SUN Lim,,2022/1Q,2022
794,1,멤버쉽 취소하기 드럽게 어렵게 해두셨네요. 아직도 취소를 못하고 있는데... 중국인이 만든어플보다 못한거 같아요. 그냥 넷플 갈아타고 싶은데 멤버쉽 취소도 못하고 억울하게 돈내야할까요?,2022-01-20 00:50:19,조장근,,2022/1Q,2022
1898,1,이메일 입력했는데 가입이 안됨,2022-01-20 01:28:47,k.o k.o,,2022/1Q,2022
2761,4,뭐 넷플이랑 비슷함,2022-01-20 04:31:04,카피,,2022/1Q,2022
525,3,OTT중에서 10초 건너뛰기 기능 최악 ㅠㅠ 다 좋은데 10초 건너뛰기할때마다 속터져 죽겟음,2022-01-20 07:45:43,yhk4141,10초 건너뛰기 수정좀;,2022/1Q,2022
1756,2,자료도 많지 않고 보기 힘들어요,2022-01-20 09:07:38,minjeong JEON,,2022/1Q,2022
3354,5,굿맨,2022-01-20 11:56:00,이진수,,2022/1Q,2022
897,5,정말좋아효,2022-01-20 12:18:01,우총우총블루,ㅎㅎ,2022/1Q,2022
404,1,"넷플릭스 보다가 볼거없어서 구독하러 오신분들 구독하시기전에 보세요 일단 ui가 디럽게 불편합니다 ui가 뭐어때서 하시겠지만 ㅋㅋ 오프닝 건너뛰기 없음, 영상 끝나고 크레딧 끝나야 다음화 보기 나옴, 무조건 1배속으로 봐야됨(극암) 1.25이런거 없음 ㅋㅋ 팝업모드(홈 나가면 작은화면으로 뜨는거) 없음 ㅎ 자막 구림 ㅋ 넷플 따라잡으려면 한참멀음 사용자가 쓰기에 모든게 불편",2022-01-20 13:51:07,per su,,2022/1Q,2022
471,1,앱이 너무 불안정 한거 같아요. 와이파이 잘 터지고 있는데도 로딩이 심하구... 그리고 한영 동시자막이 가능했으면 좋겠어요,2022-01-20 14:57:10,성이름,,2022/1Q,2022
1345,5,하... 빅히어로 시리즈 1~3 드디어 볼 수있게 됐습니다.......ㅠㅠㅠ 사랑해요,2022-01-20 15:02:17,애이프릴,,2022/1Q,2022
1618,4,밝기 조절이 앱에서되게 해주세요,2022-01-20 15:17:06,이종필,,2022/1Q,2022
199,2,"기본이 안되있음. 자막 크기도 너무 크고 자막 틀? 같은 검은 배경도 없앴음 좋고... 그리고 디즈니 플러스에 들어가있는 영화들 대부분 외국 영화일텐데
자막 뒤죽박죽이네요. 누가 보면 파파고 돌린 거 같습니다.. 참.... 신작도 안나오고 이게 뭡니까 이게?!!",2022-01-20 18:17:27,깔든말든잘판단해ㅎ,기본이 중요...,2022/1Q,2022
2152,1,드라마 24 시즌2 복구좀 해주세요 13화 보고 있는데 갑자기 13화 15 16 17화가 사라졌네요 오류 생긴지 3일째 인데 관계자들 알고는 계신건지??,2022-01-20 22:23:30,Steve Kim,,2022/1Q,2022
1060,3,최신작은 거의 없네요;;; 좀 한물간 컨텐츠가 많고 양도 그리 많지 않내요;;,2022-01-21 00:00:28,강성중,,2022/1Q,2022
997,1,"구독21/12/17일 만료인데 방금 돈 나갔습니다..
환불해주세요!",2022-01-21 02:29:22,쿠스k,구독만료인데 돈나갔어요!,2022/1Q,2022
1346,5,좋은데 가끔 데이터를쓰든 와이파이를쓰든 렉걸리고 그러네요,2022-01-21 02:46:50,Moon Right,,2022/1Q,2022
308,3,"개선해야 할 점이 많습니다. 안드로이드에서 팝업 안되는 점, 홈 화면에서 보던 영상으로 재생하면 회차목록을 볼 수 없다는 점이 가장 불편해요. 다음영상 자동재생 여부를 선택할 수 있으면 좋겠어요.",2022-01-21 08:35:41,조선경,,2022/1Q,2022
2406,5,사용하기편해서좋아요,2022-01-21 08:35:52,김준혁,,2022/1Q,2022
1357,1,UI도 불편 신작도 느리고 ㅅㄱㅎ같은거나 지원,2022-01-21 08:47:00,MILK OREO,,2022/1Q,2022
1368,1,진짜 돈만 처받고 일 안하네 마블은 동시에 업데이트하고 다른것도 미국보다 늦게 처올리고 재생속도조절하는거 넣는게 그리 어렵나 콘텐츠설명은 부실하고 1년지남 바로 해지해야지,2022-01-21 10:48:23,설굉환,,2022/1Q,2022
1963,1,구글결제는 15%할인이고 디즈니홈페이지 가입은 10개월+2개월무료 라네요. 구글은 결제 부분이 더티하네요,2022-01-21 12:01:31,Khan Mom,,2022/1Q,2022
2766,1,인앱결제 취소 요청 디즈니 플러스,2022-01-21 12:33:41,REPTILID B,,2022/1Q,2022
3426,5,좋아요,2022-01-21 13:06:01,Jay S,,2022/1Q,2022
2354,1,화면이 안나옵니다. 이유가 뭔가요?,2022-01-21 16:57:12,이잭,,2022/1Q,2022
1356,1,가입하고 월이용권 하려하니 구글 플레이에서만 결재 된다고해서 앱 지웠습니다,2022-01-21 18:21:32,신종훈,,2022/1Q,2022
3203,1,볼게없음,2022-01-21 19:29:45,최형준,,2022/1Q,2022
411,2,"마블영화를 너무 좋아해서 넥플릭스에서 넘어왔는데 자막이 보기 너무 불편하네요.. 자막 크기가 조금만 커졌으면 좋겠어요.. 또, 화질 설정도 있었으면 좋겠어요.",2022-01-21 20:13:43,1416이지형,,2022/1Q,2022
1067,1,최악입니다 배속 시스템이 없어서 무조건 1배속으로 봐야됨 모든 ott들이 다 하는걸 디즈니는 안하는건지 못하는건지 애기때매 디즈니 만화영화 본다고 구매하긴 했는데 1편보다가 끄고 접속도 안함 돈아까움,2022-01-21 22:38:45,장윤동,,2022/1Q,2022
2367,1,성인 인증 하라 해서 모든등급관람 확인 했는데 왜 계속 인증하라는 팝업이 뜨는건가요?,2022-01-21 23:50:13,굿만유인력,,2022/1Q,2022
3155,1,불편함,2022-01-22 00:50:15,박홍권,,2022/1Q,2022
1870,3,왤케 최적화가 안된거같2ㅣ...,2022-01-22 02:38:06,andrew lee,,2022/1Q,2022
287,5,"스타워즈 전편, 네쇼널지어그래픽을 볼 수 있다는 점으로 한달 ₩9900 이 아깝지 않아요",2022-01-22 03:53:08,hawoodon,흠,2022/1Q,2022
793,4,다 좋은데 컨텐츠 추가가 급급합니다 그리고 서버가 불안정한지 언제부터 계속 모든 기기에서 안들어가지네요,2022-01-22 08:18:01,실딱이,,2022/1Q,2022
773,1,도시어부가 시창 가능 하면 넷플 더 이상 안 봐도 될것 같아요,2022-01-22 08:52:56,우123456789,한국 예능 추가 요청,2022/1Q,2022
1959,5,넘 재밌고 유용 하네요,2022-01-22 11:21:37,황미영,,2022/1Q,2022
798,1,실행이 안됌 갑자기 잘보다가 어느 날부터 키면 검정화면만 나오고 삭제했다 깔아도 똑같음,2022-01-22 11:33:58,거학,,2022/1Q,2022
2965,1,화질개구림ㅋ,2022-01-22 12:11:16,나건우,,2022/1Q,2022
451,5,"나의 영웅, 나의 판타지, 나의 어린시절 들을 한번에 볼 수 있는 최고의 OTT",2022-01-22 13:00:49,헬창이닭,땡큐,2022/1Q,2022
655,4,하려면 어떻게 해야 합니까?!,2022-01-22 13:39:02,민트홍,멤버쉽 취소,2022/1Q,2022
993,5,"넷플릭스 왓챠보다 디플이 제일 취향저격이네요 ,,, 디즈니와 픽사의 세계관을 다 들여다 볼 수 있는 그런 ,,,,♥ 흥해라 흥",2022-01-22 13:40:45,복슈닝,취향저격,2022/1Q,2022
2783,1,어플이안열려요. 뭐죠???,2022-01-22 14:52:38,Sangyeon Kim,,2022/1Q,2022
1665,1,구독 취소 불편하게 만들어져 있어서 굳이 평점달러 왔어요^^,2022-01-22 19:30:22,이대영,,2022/1Q,2022
1383,4,다 좋은데 자막 크기를 키울 수 있으면 좋겠어요,2022-01-22 20:52:54,김서준,,2022/1Q,2022
789,2,Sd카드 저장기능이 작동안함. 저장하는 순간 앱이 사용 불가능할 정도로 느려짐.,2022-01-22 21:51:10,배태웅,,2022/1Q,2022
3431,5,좋아요,2022-01-22 22:02:55,미나,,2022/1Q,2022
2969,5,그냥했다 ㅎ😛,2022-01-22 22:04:37,hakseong Kim,,2022/1Q,2022
1886,1,젤 개선 시급한거 팝업으로보기.....,2022-01-23 00:04:38,심심심,,2022/1Q,2022
1965,2,아이들 쓰라고 있는거 맞죠..? 어른이 보는게.. 잔뜩 있는데요..? 그리고 이메일 주소를 아이가 적는다..? 고등학생 중학생은 그나마 괜찮을 것 같은데 초등학생이.. 이메일...? 말이 된다고 생각해요?,2022-01-23 01:14:10,김병구,,2022/1Q,2022
3159,3,버벅거림,2022-01-23 05:37:47,장명규,,2022/1Q,2022
132,3,"분명 처음 봤을 때는 시즌 1이 있었던 것 같은데 갑자기 사라졌어요 번역이나 더빙 문제 때문인건가여?
시즌 2만 보려니까 내용이 이해가 안가구 시즌 1도 보고싶은데 추가해주시면 감사하겠습니다",2022-01-23 06:02:48,눈누난ㄴ나당,괴짜가족 괴담일기 시즌 1 사라짐,2022/1Q,2022
1905,5,아이들 방학이라 보여주니 제가 쫌 편합니다ㅋ,2022-01-23 13:59:25,신현옥,,2022/1Q,2022
1773,2,다른 회차로 넘어가기 등 ui 엉망이네요.,2022-01-23 14:51:00,final sky,,2022/1Q,2022
61,1,자막 왤케 별로예요 자기 마음대로 대사 쓰는 수준ㅋㅋ 오프닝이랑 엔딩 건너뛰기 기능도 없고 화면 정지했을 때 버튼이 안 사라지는 것도 별로고. 내 마음대로 볼 수 있는 게 스트리밍의 장점 아니었나? 그리고 컨텐츠 평가 기능도 있으면 좋겠음. 맘에 안 드는 거 메인화면에서 치워버리게,2022-01-23 16:15:55,마라,,2022/1Q,2022
3211,1,😅😅,2022-01-23 16:22:43,WOO JOO KIM,,2022/1Q,2022
2392,5,볼거리가 정말 많은것 같아요,2022-01-23 19:31:30,정연길,,2022/1Q,2022
782,1,아 진짜 이딴걸 쓰라고 결제하라는 겁니까? 티비로 보기 힘들거 같아 비티비에서 탭으로 보려고 결제 했는데 호환이 안되는건지 어쩐건지 자막이랑 소리는 나오는데 화면은 아에 검정으로 나오네요 핸드폰으로 볼거였음 결제도 안했어요 !!!! 빨리 개선 해주새요,2022-01-23 20:17:54,노생화,,2022/1Q,2022
3183,5,굿,2022-01-23 21:25:42,김대이,,2022/1Q,2022
2910,1,보바펫 어디갔습니까,2022-01-23 22:05:14,한국사람,,2022/1Q,2022
3177,5,대박,2022-01-23 22:38:07,김인수기자,,2022/1Q,2022
1869,2,로그아웃이 안 돼요. 저 전에 다른 사람이랑 이 계정같이 사용하고 지금은 저는 사용 안 하고 그 사람만 사용하는데요 이제 저는 다른 계정으로 바꾸려고 하는데 계속 전에 계정으로 로그인 되어서 계정을 바꿀 수가 없어요,2022-01-23 23:29:12,김지연,,2022/1Q,2022
1878,1,배속 기능이 없다는게 말이 되나,2022-01-24 00:34:19,야마하,,2022/1Q,2022
2178,1,디지니+사용 기간이 1월 31일 까지인데 왜 1월 24일의 끝나 나요???,2022-01-24 00:40:33,박상연,,2022/1Q,2022
832,2,옛날 영화만 있고 너무 미국적인 영화.드라마 재미 없네요. 구 시대적인 방송 이네요.,2022-01-24 04:26:29,Jinsoo Kim,,2022/1Q,2022
3167,5,죌라조와,2022-01-24 06:14:41,으악,,2022/1Q,2022
995,1,"요새 중소기업 바이럴회사도 맞춤법 검사기
돌려서 일함. 오역도 문제지만 맞춤법 오타도 난무함. 퀄리티가 저질. 디즈니 이름 달고 출시한 게 믿기지 않음. 회차별로 번역자가 다른지 배역이름조차 매번 바뀜. 존대했다 반말했다 와리가리. 최저시급 알바생들 돌려가며 일했나 봄. 메디컬 드라마에서 레지던트를 주민이라고 함. 넷플왓챠웨이브 OTT 가운데 압도적으로 최악의 퀄리티.",2022-01-24 06:56:02,nsjeiw skzlale,번역이 심각함,2022/1Q,2022
3410,4,재미있어요,2022-01-24 11:46:34,전유찬송도,,2022/1Q,2022
3174,5,굳,2022-01-24 13:48:43,irpitz T,,2022/1Q,2022
1738,1,아니 컨텐츠가 너무 부족함 좀 만들어 이딴앱은 1점이 어울려,2022-01-24 15:34:30,파란하늘,,2022/1Q,2022
2422,1,자막 쓰레기 수준,2022-01-24 17:00:07,ggh K,,2022/1Q,2022
851,1,자막오류 및 저질번역이 나아지기는커녕 새로 추가된 이터널스에도 똑같음,2022-01-24 17:25:47,sungmin jung,,2022/1Q,2022
1883,2,세로운 콘텐츠가 너무 부족해요...,2022-01-24 21:05:32,김성현,,2022/1Q,2022
3160,5,너무좋아,2022-01-24 21:42:08,전제인,,2022/1Q,2022
3460,1,100000000000000000000000000000000000000000000000000000000000000000₩₩₩₩₩₩₩₩₩,2022-01-24 21:45:05,황은비,,2022/1Q,2022
1900,1,앱이 구려요 느리고 특히 스마트tv용 앱은 현재 나와있는 ott 앱중 가장 불편하고 느림 다른 ott 회사 앱들을 벤치마킹 안하나요? 앱 개발팀들은 뭐하는지 다 fire 시켜야함,2022-01-24 22:41:27,이종록,,2022/1Q,2022
806,5,정말 잘 보고 있긴 하지만 리나는 뱀파이어라는 애니메이션 한글자막이 없는게 너무 아쉬워요..,2022-01-25 00:22:48,NMJ,,2022/1Q,2022
1873,3,팝업모드가 생겼으면 좋겠네요,2022-01-25 02:22:59,정순영,,2022/1Q,2022
853,5,이거 재밌어요,2022-01-25 04:02:17,스폰지밥😊,너무 재밌어요,2022/1Q,2022
3162,5,좋은데요?,2022-01-25 08:06:39,강이철,,2022/1Q,2022
438,1,가끔 영상보다 보면 영상이 끊기고 자막도 오역이 있는 영상도 있네요 이런거 좀 고쳐주시면 안될까요 볼때마다 화나네요,2022-01-25 11:38:06,렌고쿠쿄쥬로,,2022/1Q,2022
1365,1,오류가 너무 심해요 무한 버퍼링현상도 그렇고..,2022-01-25 12:04:29,김준현,,2022/1Q,2022
1701,1,1.5배속 재생 불가능 한줄 알았음...안샀을텐데..하,2022-01-25 12:31:44,Citizen Good,,2022/1Q,2022
388,1,1. 영상 보면서 화면 밝기 조절 안 됨. 반드시 영상 끄고 본인 핸드폰 화면 밝기로 조절해야 됨. 21세기 앱이 맞는지?? 2. 소리가 너어무 작음. 근데 배경 음악 소리는 커서 사람 말소리 나올 땐 소리 키워야 하고 갑자기 쾅! 하면 귀청 떨어짐,2022-01-25 12:46:56,Susan Lee,,2022/1Q,2022
