,userName,content,score,at
3669,희원,좋기는한데 이왕 돈내고보는거 더 많은게 있으면 좋겠어요 옛날에했던 드라마나 영화예능같은거 보려고 해도 없어서 못보는경우가많아서.. 더 추가? 같은거 해주셨음 해요,3,2020-11-27 21:12:56
3670,Google 사용자,g8 안드로이드10 업데이트후 최대화질이 SD밖에 안되는군요. 빠른해결 부탁드립니다.,1,2020-02-11 10:52:50
3671,박노일,이전화 보기가 너무 불편해요 마지막 보던 영상도 맞지않는 경우가 많아요,4,2020-12-10 01:38:26
3672,지효니,자꾸 앱 오류뜨면서 잘실행이 안댐;; 삭제하고 다시 어플설치하고 업뎃좀하거나 오류수정좀해야할듯 -.-,3,2020-07-16 13:32:26
3673,변정수,10초 넘기기 하면은 화면 멈추고... 시청하다가 나갔다 오면 시청기록은 개판이고... 돈내고 사용하는 서비스인데 휴일이라고 일 안하나요??,1,2020-10-09 22:46:05
3674,맘똥띠,한명이서보는데 왜정원찾다고하나요 둘은볼수잇는거로 선택햇는데 동시접속많다고자꾸떠서 동시접속이안되요,1,2021-11-25 22:45:38
3675,BRAD JUNG,계속 화면 버퍼링에 소리만 나오네요...이 정도 쓰레기앱이면 스토어에 올리질마셨어야죠~!!,1,2021-07-02 06:56:16
3676,손재경,화면이 검정색에서 깜박거리고만 있네요 제휴대폰만 그런가요 유료어플인데 계속 이러면 안되죠 빨리 고쳐주세요,1,2021-08-28 10:57:08
3677,Jesse Kim,1. 조작 인터페이스 떠있는 상태에서 화면 한 번 더 클릭해도 인터페이스 사라지지 않고 기다려야됨 2. 플로팅 화면에서 자막 안 나옴,2,2020-12-10 21:49:50
3678,Roo ney,넷플릭스 대단해요~ 갤럭시 20+ 사용자인데 아직도 어플 못써요~ 언제 사용할 수 있을지 너무 궁금하네요~ 버그 잡을 수나 있으려나~?,1,2021-07-21 00:15:43
3679,YEOM SS,어플이나 TV에서 영어 한글자막을 동시에 볼수있게 해주시면 영어공부하는분들 더 많이 볼거같아요. 화면을 많이 가려도 영어 공부하는사람들은 환영할거예요,4,2020-09-09 23:49:11
3680,Google 사용자,시대가 어느 땐데 버퍼링?? 새벽만 되면 컴퓨터든 폰이든 갑자기 먹통 한번씩 오는데 사용하는데 많이 불편하네요;,1,2019-01-26 01:33:42
3681,Google 사용자,다 좋은데 없는 드라마와 영화들이 많네요 더 많은 드라마와 영화들이 있었으면 좋겠어요 위대한 유혹자 부탁드려요 ㅜㅜ,3,2020-02-26 19:14:50
3682,Google 사용자,잘사용하고있어요 근데 세로모드로 시청하게 설정부탁드랴요 ㅠ,5,2020-02-23 11:18:03
3683,Citlali Vargas,"이 플랫폼은 영화, 시리즈 및 애니메이션을 보는 데 매우 좋습니다.내가 제일 좋아하는 꽃보다 남자 시리즈도 볼 수 있어요",5,2020-10-26 04:00:53
3684,Google 사용자,국외 컨텐츠 기본 음성 언어 설정이 한국어 더빙으로 나오는데 영어로 바꾸는 법 없나요,3,2018-10-11 15:01:38
3685,Pilot Red,아니 결제해지하고 삭제했는데 지금 결제되었다고 떴는데...접속도안하니 바로 환불바랍니다 빨리!!!!!,1,2020-06-02 16:06:44
3686,윤지인,화질 설정 좀 따로 넣어줬으면.. 집에서 보는데도 화질이 너무 않좋아요,3,2021-09-25 02:15:34
3687,nevertheless,결제하자마자 이용하려고하니까 어플이 계속 튕겨서 들어가지지도않고 이용할수가 없네요 저번에는 로그인이 안되더니 어플 개선할점이 많아보여요,1,2020-07-07 01:10:47
3688,우주별,나만 로딩화면 뜨는 줄 알았는데.. 다른 사용자들도 안되는거였네요 . 괜히 핸드폰만 껐다 켰다 했네 ㅡㅡ,1,2021-05-14 11:06:23
3689,Google 사용자,수정안하세요?? 며칠째 오류나는데 댓글보니 저만 그런것도 아닌데 노트북도 다 되는데 s9에서만 스트리밍 저장 다 오류나요 소리만납니다.,1,2019-05-17 16:33:58
3690,Google 사용자,나는 이거 보다 왓차가 난거 같음 왓차는 보다 체계적으로 영상을 분류하고 종류도 휠씬 다양한거 같음 이용하기 더편함,5,2019-02-16 16:51:59
3691,Google 사용자,netflix 나 원한다 재생바 없어지기를 또한 자막 폰트가 고딕체로 돌아오기를 그렇지 않으면 나는 바꿀 것이다 왓챠플레이로. 잘생각해라 넷플릭스,2,2019-10-11 02:38:54
3692,버억버억,외국 영화나 드라마를 보다가 팝업 화면으로 전환하면 자막이 사라집니다 해당 기능만 보완되면 완벽합니다,4,2021-08-27 14:29:16
3693,서윤,다른건 다 좋았어요! 근데 한국예능이 더 많이 들어왔으면 좋겠어요..힣 뭐 나혼자산다거나 전시적참견시전이라던가 런닝맨이요..,3,2020-10-11 11:12:48
3694,Google 사용자,영상 재생 후 몇 초 뒤 화면 멈추면서 렉 걸리는 현상 요 며칠간 계속되고 있습니다 진짜 짜증나니까 빨리 해결 해주세요,1,2019-10-16 03:18:26
3695,로와,자꾸 자동 로그아웃이 되는데 왜 이러는건가요.. 하루걸러 로그아웃 되는거같은데 계속 로그인하기 짜증나요ㅜㅜ,1,2021-10-03 22:06:30
3696,kim kim,무한로딩 어떻게 해결하나요 컴퓨터로는 되는데 휴대폰으로는 넷플릭스가 계속 무한로딩입니다,1,2021-05-29 02:15:02
3697,귀여운꼬마아가씨,Z플립 유저인데 요즘 로그인 할때마다 로딩상태로만 나오길래 앱을 깔았다 지웠다 몇번했는데도 안되서 여기 들어와 보니깐 저같이 z플립 쓰는분들이 안된다고 하시는분들 많으시네요 . 돈내고 보는건데 이건좀 너무하네요. 하루이틀도 아니고,1,2021-06-20 23:24:55
3698,Google 사용자,잘보고있어요. 근데 많은 컨텐츠에서 영어자막이 없는게 많네요. 영어공부할겸 보는데 해결해 주세요.,4,2019-09-29 13:50:55
3699,Google 사용자,좀 보다보면 자막이 사라집니다. 노트9임 진짜 언제까지 안해주나 고객센터에 전화해도 계속 알아본다고 하면서 해결책은 제시도 못하고 이거 돈아깝네,1,2018-12-21 11:33:08
3700,이욱,오늘 아침에 업뎃하고나서부터 넷플릭스 로그인이 안되고 로그인이 되면 컨텐츠 화면에서 뺑뺑 돌기만 하네요,1,2021-08-28 10:14:28
3701,은성이의-이모저모,제가 좋아하는 리락쿠마와 감동을주는 리락쿠마를 바로볼수맀어서좋습니다 노무 재미있어서 밥을 찔찔흘리면서 밥을먹지요. ㅋㅋ,5,2020-08-19 13:05:10
3702,Google 사용자,며칠 전부터 화면은 멈추고 자만만 바뀌네요 와이파이 문제인가 싶었는데 데이터 사용해봐도 똑같아요 제발 좀 고쳐주세요,1,2019-08-08 09:46:13
3703,편하게좀살자ᄏᄏᄏ,스릴러 카테고리 선택하고 작품누르면 다른작품이 나오는 오류있네요 내가원하는게 선택되는게아니라 다른영화나 다른 드라마가 선택되네여 버그수정좀,3,2021-11-29 22:45:53
3704,Google 사용자,갑자기 로그아웃됬는데 아무리해도 로그인이 안됨.... 결제는 계속 되고 있는데 어떻게 해야하는지 모르겠음.... 피같은 내돈 ㅠㅠㅠㅠ,1,2019-08-15 08:28:14
3705,구규은,이거는 사야돼는 영상 많이볼수 있어서 좋음 tv.울가족다 폰에 넷플릭스 있음 그리고 저장만 하면 와이파이 없이도 볼수있음 오늘 크리스마스니까 영화 보면서 파티한다!!! 야호!!!!!!!,5,2021-12-25 12:29:02
3706,Google 사용자,아니 호환도안되게 업데이트 해놓을거면 왜쳐만든거임? 진짜개빡치네 꾸진 태블릿은 뭐 영상도 보지말라 이건가? 오류 존1나많네진짜,1,2019-05-04 00:09:50
3707,Google 사용자,한달간 무료로 보고 결정하라더니 자동으로 결제되네요 취소해주세요 기간 지나고나서 본 적도 없는데 앱에선 취소할 수도 없게 돼있네요,1,2018-10-19 17:45:30
3708,Google 사용자,"핸드폰으로 보기가 갑자기 안되어서 어플을 지우고 다시깔고 있는데, 안깔려요. 최악의 어플임 . 급 돈이 아깝네요.",1,2019-06-08 20:22:51
3709,하종인,평점이 않좋네요 안볼랍니다 ㅋㅋ라고 할뻔 버그는 그때그때 고쳐야됩니다 몇명안됀다고 무시하다가 작은코 다칩니다,1,2021-04-04 22:44:59
3710,go get it,갈수록 볼게 없음... 영화도 영화지만 tv도 딱히 볼게없음..예능부분좀 많이 올려주세요.나영석pd작품 좋아하는데..볼게없음,2,2021-08-14 15:18:41
3711,Google 사용자,"아니 왜 토이스토리3가 없는거죠? 솔직히 4까진 기대 안했어요 그런데 3편이 없는건 조금 이해가 안가네요. 그리고 해리포터도 없더군요. 도데체가,,,,,암튼 올려주시면 감사할꺼에요",2,2019-11-26 21:35:05
3712,뭐노,자막 사용을 꺼도 다음 회차로 넘어가면 자막이 또 뜸. 이것을 반복함. 개선해주세요.,1,2020-09-05 12:34:02
3713,Google 사용자,생각보다 보고싶어서 찾아보면 없는 영화가 많네요 구글에 검색해보면 해외에서는 볼수 있는데 한국에서는 볼수도 없고... 영화 빨리빨리 들여와 주세요,3,2019-06-24 10:01:30
3714,뭘봐,다 좋은데요.. 몇 없는 예능과 드라마가 없네요.. 애니도 별로 없는거 같구요ㅠㅠ 추가해주시면 진짜 좋을거같아요!,4,2020-05-24 09:27:06
3715,홍연수,메인화면에 추천 컨텐츠가 항상 똑같아요. 다음엔 다양한 작품들을 추천해주도록 업데이트해주세요.,1,2020-11-20 03:21:41
3716,Sooyeon Hong,Z플립 무한 로딩 서비스센터에서 앱 재설치 해도 동일 문제 발생하면 다른 기기 이용하라는데 이게 말이야 방구야,1,2021-04-19 19:36:53
3717,D ana,아무랙도 없이 잘 사용하고 있다만 친구로 된친구중2명만 동시에 볼수있고 3명은 재생이 않됩니다,4,2020-08-17 17:27:51
3718,Google 사용자,저작권 관련문제인 것 같은데 캡쳐하면 까맣게 캡쳐되잖아요 그것처럼 프리미엄버스 폰미러링하면 검은색화면에 자막만떠요,4,2020-03-09 23:14:11
3719,Google 사용자,왜 같은 기기인데....아이디 마다 어떤건 재생속도 조절되고 어떤 아이디는 재생속도 조절 안되는건가요??,1,2020-01-08 00:40:54
3720,Google 사용자,이번에업데이트하면서 화면잠금기능이 왜없어졌나요? 생겨서좋았었는데 다시없이지다니ㅠㅠ다시 화면잠금기능 만들어주세요,5,2020-03-06 14:12:43
3721,이동현,"우와... 진짜 재미있고 영화,어린이 채널,투니버스 등등 너무 많아서 고르기가 어렵네요 ㅎㅎ 어쨌든 넷플릭스 넘무 좋습니다",5,2021-02-12 22:16:01
3722,김유미,계속 로드중이라고 뜨고 영상이 나오지 않아서 앱을 제거했다가 다시깔고 두번이나 했어요. 그래도 개선되지 않네요. 어떻게 해야하나요?ㅡㅡ,1,2021-07-09 23:27:04
3723,이예주,지금 너무 다 좋은데 영상 어디까지 봤는지의 기록을 초기화 하는 기능이 있었으면 좋겠어요,5,2021-02-22 01:41:33
3724,이광모,디바이스연결안된다고하고 들어가지지도 않고 지웟다 다시 설치해도 안되요 빨리 답변해줘요 다른 사람들도 그런같은데,1,2020-06-08 21:26:06
3725,keum kim,"다른건 다좋은데,다운로드가 너무 느려요.2시간전에 다운로드 해놨던게 다운로드가 되지 않았어요.지금도 다운로드 0이라고 되어있어요.다운로드 어떻해 빠르게 다운로드 받을수 있어요?",4,2021-04-25 01:59:34
3726,Google 사용자,"갤럭시노트9 hdr 표기된 프로그램 시청불가 수준으로 화면 어두움, 2번 상담 결과 1. 모든 핸드폰에선 hdr 시청불가 요금제 다운 또는 티비나 컴터로 보세요 2. 1번 내용 지적하니 1번 상담원이 실수 한거 같다 그래도 노트9은 잘 안되나보다 다른 기기로 봐주시길 바란다. 이게 무슨 본사나 기술팀으로 연락해서 조치를 취하겠다는 말은 없고 안되면 알아서 해결해라 ㅋㅋㅋ",1,2019-08-21 07:25:21
3727,박지영,업데이트 좀 빨리해주세요 계속 화면은 멈춰서 소리만나고 결제해서 보는데 너무 불편합니다...,1,2020-10-15 19:09:01
3728,곰돌이추,"넷플릭스 미드에 페미, PC, 동성애 등의 콘텐츠를 많이 껴 넣었더군요. 무척 아쉽습니다. 왜 이렇게 만들까요? 처음부터 이런 콘텐츠를 넣으면 사람들이 안볼까봐 약 2~3편 이후부터 슬슬 발동됩니다.",1,2021-08-14 01:00:01
3729,kim steve,영상재생시 자주 멈추고 때론 영상이 끊기거나 검은화면으로 보입니다.,1,2021-08-28 18:11:46
3730,Google 사용자,잘 쓰고 있었는데 요즘들어 렉이 심하게 걸립니다. 재생 후 2~3분 뒤에 계속 멈추는 경향이 있는데 어떻게 해야 하나요...?,3,2020-03-05 21:30:43
3731,ᄋᄋ,영상이 아예 안틀어지네요... 요금도 올리면서 제대로 좀 합시다 이럴거면 요금을 올리지를 말던가... 시간 아깝게,1,2021-11-22 23:06:44
3732,Google 사용자,잘 시용하던 넷플릭스가 폰(삼성)업그레이드후 엡이 작동을 못해요. (500-1019) 조속히 해결해주세요.,1,2019-10-01 17:03:35
3733,유월이,"앱 최신버젼 패치하니 자막 폰트 이상하게(엄청 작아짐) 바뀌고, 폰 화면 꽉차게 보던것도 상하좌우 레터박스 생겨서 허전해짐 뭐 이딴 패치가... 이전버젼으로 돌리고싶네",1,2021-07-31 17:15:22
3734,eun j hong,갑자기 안되요 디바이스 실행이 안된다고 계속뜨고 왜이러죠 빨리해결해주세요 업데이트해도안되고 지웠다다시깔아도안되고,1,2020-09-10 16:19:47
3735,허다원,여러영화를접할수있지만.....안타까운것은우리나라에는비싸고매체가다른나라보다자고비싸다는것을알고조금실망했습니다.,4,2021-02-14 21:00:59
3736,추명성,영화가 플레이가 잘안되고 끊기고 결재는 꼬박꼬박해가면서 제대로 되는게 없네요,1,2021-02-05 23:10:39
3737,김진형,갤탭유저입니다. 아이폰과 인터넷으로는 잘 되는데 어플이 안열려요 지우고 깔아도 안되네요,1,2021-06-07 21:13:34
3738,hyeon tak kim,10초 건너뛰기하면 화면은 멈춰있는데 소리만 나옴;;; 은근히 불편함,2,2020-10-01 14:41:35
3739,Google 사용자,어제부터 정지상태로 소리만 나오고... 삭제했다 다시 깔면 될까 싶어서 그렇게 해봤는데도 안 되네요. 넷플릭스 결제 하지 말아야하는지 고민이에요. 빨리 고쳐주세요.,1,2020-02-07 11:52:55
3740,이철,영상볼때 터치하면 유튜브처럼 위에 뜨는거 사라져야하는데 난 화면밝기 조절하는거만 사라짐 폰 재부팅하거나 지웟다 다시깔아도 그대로임 어떻개해야함?,1,2021-01-02 03:08:27
3741,사막여우,영화는 전부 옛날꺼만 있어 그게 좀 아쉽지만 반대로 시리즈물이 있어 그나마 다행이네요 허나 시리즈 물도 가령 바이킹스 시리즈물은 화질이 풀hd라고는 하나 실제 hd급도 안되는 저화질입니다,3,2021-10-09 14:27:56
3742,장효민,정말 좋은데 1.시즌이 부족하거나 2.있던 영화나 드라마가 사라진다거나 이런 것 때문에 평점이 깎일 수 밖에....,3,2021-02-08 09:17:10
3743,Google 사용자,영상을 보면 중간에 계속 멈춰서 재생버튼을 시도때도 없이 눌러야 되는데 왜그런건가요??,3,2020-04-22 23:55:37
3744,횡언즈,왜 계속 영상이 1분정도 나왔다가 오류로 인해 중단되죠? 돈을 지불했음 보게 해줘야죠 빨리 고쳐주세요.,2,2020-09-01 20:27:17
3745,Google 사용자,저장된 파일이 아무것도 없는데 NQR. 23000 오류가 뜨면서 영상을 저장할 수 없네요. 확인해주세요,3,2019-06-09 12:52:26
3746,wa be,다 좋은데 제발 영어 자막 겹치는 것만 고쳐주세요 계속 보는데 겹쳐서 무슨 말이라고 써진 지 명확하게 구별이 안 갈 때가 많아요,4,2021-01-18 23:17:53
3747,Google 사용자,"진짜 최악, 고객응대도 형편없네요. 무료체험 신청했는데 결제처리되고, 관련문의하니 어쩔수 없다는 앵무새 답변만 하네요. 진짜 최악입니다.",1,2019-09-19 10:06:00
3748,김채영,제 프로필 말고도 다른 프로필이 자꾸 생깁니다....프로필 삭제도 안되요..... 그래고 영화를 무제한으로 볼수 있어서 굉~~장히 좋습니다.,4,2020-04-29 20:45:25
3749,강은주,잘 보고 있었는데 최근에 계속 이런 오류가 뜨네요 해결 좀 해주세요 이거 보자고 맨날 핸드폰 리부팅할수도없고,2,2021-03-14 11:15:04
3750,감성타는 사람,노트북으로 사용하고 있는데 넷플릭스를 클릭하면 화면 3초 떴다가 꺼집니다 전원을 껐다 켜도 안되네요 답변 부탁드립니다.,3,2021-07-09 23:44:11
3751,Google 사용자,다 좋은데 별테안하고 얘기할게있는데요 왜 관람 중에 자동적으로 정지가 되는건가요?? 제 기기에 문제가 있다거나 그런건가요?,5,2020-03-16 09:43:02
3752,김동현,한국어작품 외국어더빙 기능 및 한국어자막설정 가능한가요 있으면 좋을거같은데,5,2021-12-09 20:47:43
3753,임호두,자꾸 심하게 튕겨도 그러려니하고 귀찮아서 그냥 사용한지 오래에요 근데 이제 아예 안들어가지네요 지맘대로 다음화 넘어가있을때도있고 엉망진창이에요,1,2020-05-25 22:37:22
3754,sticthジン,왜자꾸 영어로 설정되는지 모르겠네요.....어플은 영어 티비는 태국어 아주 난장판입니다 지웠다가 다시 깔아도 마찬가지,1,2021-11-10 18:36:07
3755,이가현,어플 아예 들어가지지도 않아서 사용 못하고있습니다 화질 자꾸 sd로 바뀌는것도 짜증났는데 이제 들어가지지도 않네요 빨리개선해주세요,1,2020-05-20 21:45:32
3756,2819김유빈,로그인이안되네요 비밀번호를바꾸고 난뒤에도 로그인시도를해봤는데도 로그인이되지않고 네이버에서는 로그인이 되는데 넷플릭스앱으로는 로그인이안되는데 무슨상황이죠?,1,2021-05-18 03:56:04
3757,Google 사용자,몇달만에 다시 결제한건데 전혀 달라진게 없는 앱.. 대체 왜 시청기록에 본 기록이 안뜨는거에요.. 아 진짜 짜증나서 마음같아선 해지하고싶은데 보고싶은게 많음 ㅜ,1,2019-09-10 18:44:50
3758,Google 사용자,좋은데 재생바가 자주 떠요.. 화면 누르지도 않았는데 진짜 2분꼴로? 3분꼴로 계속 터치되듯이 떠요 이거때문에 불편해요,3,2019-01-06 14:59:27
3759,Google 사용자,이게 몬가요 돈은 돈대로 받아처먹고 저장하면 계속 멈추고 다시 다 지우고 저장하려고 하면 또 안되고 용량은 넘처나는데 미치겠네요 저장된다 그래서 사용하고 있는데 진짜 짜증나네요,1,2019-03-02 07:17:46
3760,Google 사용자,모바일에서 재생 오류가 심각합니다. 비슷한 사례가 많고 지속적인데 대체 언제 해결할 생각인 겁니까?,1,2020-04-01 07:52:55
3761,날아라우우,퀀텀2사용자입니다.몇일째 무한로딩만 되고 재설치에도 똑같습니다.오류수정 언제하려고 이렇게 꿈뜨는지,1,2021-05-13 20:23:16
3762,바센지,Z플립은 이용ㄴㄴ 진짜 무한로딩 골때리네요ㅋ. 고치지도 않고 무슨심뽀인지.. 하루 한번에서 하루 한개 볼때마다 시청할때마다 무한 로딩이네욕ㄲㄱㄱ ㅋ 걍 안써요 진짜 썩은듯.. 넷플만보는데 정 떨어지네유,1,2021-08-15 01:47:52
3763,최일호,이거말이에요 쓰지 마세요! 왜냐하면 전 무료인줄 알았는데 유료이구여! 이 넷플릭스 에서 귀멸의 칼날 보고싶어서 깔았는데 로그인이 너무 복잡해요!! 이거 복잡하지 않다면서 복잡한거 어이없어! 이거 제 친구가 추천한건데 완전 별루네요! 이거 글 쓰고 바로 지울거예욧!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,2021-06-05 13:00:10
3764,juju,기종이 같은 폰이여도 캡쳐가 되는게 있고 안되는게 있는데 왜그런거죠 이번에 아예 풀렸다고 하던데 제대로 모든 폰 다되게 해주세요,3,2020-08-14 01:04:06
3765,Hiya,애니류는 보라고 있는거 맞죠? 지나치게 모자이크가 심해서 전체이용가 해도 되겠네요..그럴거면 왜 청불 붙여 놨담... 구독료의 대부분은 모자이크 비용인가요?,2,2021-07-28 04:00:01
3766,비비빕ᄀ비비비,"정말 전부 좋은데 애니 같은게 3기 또는 4기가 안나옵니다....정말 문스독 3기없는건, 그리고 어떤건 1기밖에 없는것도 있어요..8□8",4,2021-02-22 17:34:49
3767,Google 사용자,모바일 환경에서 자막 갑자기 사라지는건 도대체 언제 고칠꺼냐? 사용자 네트워크 문제라는 개소리나 처 싸질러대지말고 문제 해결해라 몇달째야?,1,2019-03-25 12:39:59
3768,그리스Hua,일단은 넘조잡스럽게 만들어 낫네요.그리고 영화나 드라마도 너무없는거 같아요.특히 최근건 더없네요..가격에 비하면 비추입니다.,1,2021-01-31 19:54:07
3769,초인,접속에 문제가 많음 계속 껏다키고 앱삭제하고해야 겨우됩니다. 이번달하고 손절합니다.,1,2020-11-14 14:07:35
3770,maeng Yejin,영상 끊김이 너무 심해요 앱 재설치를 해도 데이터를 삭제해도 변하는게 없네요,1,2020-09-23 12:33:23
3771,진정해차은우,로딩이 너무 걸려서 지웠다 다시 깔았는데도 로그인하는데 세월이 다 가겠어요 왜이러는건가요? 어제까지만 해도 잘 켜졌는데...,4,2021-08-28 10:43:33
3772,신윤정,처음엔 무료로 영화나 드라마 볼수있어서 좋았는데 점점 볼것도 없어지네요.. 극장판 나오고 몇달이 지나도 안나오고 ㅠㅠ 해리포터도 있었 던걸로 기억하는데 없어졌네요 응답하라 1988 11화 까지봐서 오늘 보려고했는데 없어져있고.. 재밌는것들도 점점 없어지고.. 많이 실망적이긴하네요..,2,2021-10-14 23:24:16
3773,Google 사용자,업데이트 하고나서 밝기 조절 안되고 다운도 계속 멈춰서 답답하네요 ㅠㅠ,1,2019-11-21 20:05:14
3774,Google 사용자,몇년째 잘 쓰고있는 이용자인데 최근들어 끊김현상이 너무심해 뭘 볼수가 없어요 갤럭시9인데 어떻게해결하나요,3,2019-10-09 22:36:38
3775,김보경,분할화면 멀티윈도우 지원안해서 한달무료만 다쓰고 왓챠로 갈아타려구요;; 다른 리뷰도 그렇고 앱관리 너무 안하는거 아닌가요..? 팝업 그 조그만걸로 뭘 어케보면서 멀티하라는건지 모르겠네요... 이제 ios도 분할 지원한다던데 완전 시대역행...,1,2020-08-17 00:33:28
3776,halu halu,볼게많아서 좋기는 한데 보다가 오류나고 자꾸 튕겨서 다시 재접속해야 하는 번거로움이 있어요,3,2020-07-23 12:41:12
3777,Google 사용자,1080p가 구버전에서는 잘되다가 업데이트 이후 720p가 최대로 바뀐거 같은데 어떻게 된건가요,3,2019-04-25 13:58:55
3778,고윤우,모든 영화와드라마가 있어서 좋습니다ㅎㅎ(없는것도 있습니다)또 검 색을 하면 그 영화만 나왔스면 좋겠습니다,5,2020-11-13 08:08:49
3779,태쿵,(-1026)이상한 오류 뜨고 재생버튼이 먹히질않아서 10초전 버튼으로 재생하고있음..,1,2021-03-28 17:35:29
3780,grace kim,로고만 뜨고 다음 화면으로 넘어가질 않네요ㅡㅡ 앱제거해서 다시 설치도 여러번 해봤지만 마찬가지입니다! 왜그러는건가요?,1,2020-07-20 14:07:37
3781,Google 사용자,세글자로 말할수있다 이앱은 쓰레기다 검정화면만 뜨고 쓰래기도 이런 쓰레긴없다 10번중에 1번만 화면이 뜸;;; 렉도 엄청남 와 삭제,1,2020-04-01 15:37:40
3782,yuno choi,왜 이상하냐 요즘. 시청중 컨텐츠 다시 들어가면 보던 시점으로 안가냐고요. 몇번해도 계속그러네,1,2020-10-17 17:34:47
3783,서광석,정말 좋아요 못받던 드라마를 볼수가 있어서 정말 좋아요 근데 부탁한가지 한다면 시리즈로 나온 드라마들 다른 편두 나왔으면 좋겠네요 앞으로도 좋은 드라마들 많이 올려주세요^^♡,5,2020-12-26 18:05:47
3784,남극펭귄,아니 지금 오류가 저만 생기는 게 아닌 거 같은데 접속할 수 없다고 계속 뜨네요 네트워크 상태는 좋기만 한데,3,2020-05-25 23:14:27
3785,Google 사용자,전에는 안 그랬는데 요즘에는 계속 자막만 뜨고 화면은 검정색으로만 떠서 안 보여요..,3,2020-04-06 02:19:06
3786,허시훈,맵버쉽 끝나고 요즘은 어떤 드라마있나 검색할려고 들어가니 무슨 맴버쉽가입을 안하면 검색도못하네 뭔 이딴어플이 다있노 있는버튼 다눌러봐도 10분넘게 시작화면에서 막혔네 에휴,1,2021-07-16 17:00:10
3787,Google 사용자,어제까지만 해도 잘 보고 있었는데 오늘 갑자기 로딩자체가 안되네요 편하고 보기 좋아서 자주 이용하는데 왜 이러는지 모르겠네요,2,2019-07-30 09:01:04
3788,김은주,영상문제좀 고쳐주세요 몇번을 제거했다 깔았는데도 안돼요 폰초기화도 마음먹고 진행했는데도 안되네요 ㅡㅡ,1,2021-02-07 19:28:57
3789,Google 사용자,"로그인 오류가 너무 자주일어나고 PC는 왜인지.접근 자체가 불가, 로그인 불가...하아ㅜㅠ",2,2019-02-11 01:04:50
3790,Google 사용자,모바일로이용할때 창모드사용시 화면크기조절을못하고 자막도안나옵니다,2,2020-04-12 10:28:23
3791,hojung lee,잘 이용중이였는데 계속 넷플로고에서 멈춰서 안돼는거 리뷰봐도 꽤 오래된건데 지금도 역시나 안돼네요 이정도면 고칠생각이 없는건가? 별점 줄생각 없는데 별점 체크안하면 게시도 못하네?,1,2021-08-10 10:44:30
3792,아호짜증,전 아주잘되요 웨이브는 자동재생도 안되고 드라마같은것 하다 광고같은것도 많이나오던데 이앱은 광고도없이 자동재생으로 계속이어서볼수있으니까 좋아요,5,2021-11-07 23:24:41
3793,Google 사용자,노트9 화면 멈추고 소리만 나는 현상 심각합니다 세번의 업데이트 전부했는데 전혀 나아지지 않고 있어요 벌써 삼주째인데 결제하는 입장에서 돈 아깝고 화나네요 버그수정 언제되죠?,1,2020-02-20 00:03:16
3794,레빗,카테고리..어디감?? 필터기능에 외국영화는 왜 아무것도 안뜨고...삭제했다 다시 깔아보고 난리를쳐도 못찾겠음;;,1,2021-12-04 11:29:05
3795,데니엘,영화 시청중에 자꾸 꺼집니다 왜그러는 걸까요? 업데이트도 없고 총2시간짜리 영화를 10분에 한번꼴로 꺼집니다 ㅠ 답답하다 이젠 좀 짜증이나서 글써봅니다,3,2020-08-27 14:12:58
3796,호팔이,처음엔 잠깐 햇갈려서 사용하기가 불편한듯 했으나 하다보니 쉽고 좋은컨덴츠가 많네요,4,2021-07-18 10:35:35
3797,박완수,이번 업데이트 이후에 접속하면 넷플릭스 검정색에서 무한로딩입니다 빨리 해결해주세요 몇일째 기달려봐도 고쳐지질 않네요,1,2021-09-05 19:42:20
3798,김수진,저장기능이 특히 좋은듯해욤 인터넷 잘 되지않는곳에서 영화시청하기가 너무 편리해욤🥰🥰👍👍,5,2022-01-07 00:09:43
3799,김은주,앱으로 연결이 계속 안되는건 언제 해결이 될까요.. 혹시나 싶어 계속 앱을 지웠다 새로 깔아보는데 문제는 여전하네요,1,2021-11-28 21:13:14
3800,허진숙,결제하고나니 바로 꺼지더라구요.어플 다시 켜도 계속 꺼지고 뭐죠? 지우고 다시깔아 재로그인하니 되네요,2,2020-08-12 14:07:25
3801,HS Shin,소니 z3 tablet compact 안드로이드 6.0인데 로그인이 안됩니다. 구글에 저장된 비밀번호로 로그인 하면 창이 그냥 바로 닫혀버려요,2,2021-09-14 22:30:06
3802,수미,왜 자꾸 로딩에서 멈춰서 안들어가지고 자꾸 따른앱만 들어가지는거죠? 빨리 고쳐주셨으면 좋겠네요.,1,2021-04-22 14:33:33
3803,장재건,저도 제트플립 사용자인데요ㅜ 재생이 안되네요 로드중으로 계속 떠서 삭제 하고 다시 깔아보기를 무한반복ㅜ 이제 포기에요 조치부탁드립니다,1,2021-06-08 22:27:16
3804,BaNana,뭘봐야할지만 업데이트하지말고 편의성 좀 손보세요 볼륨이나 화면밝기 아주 기본적인거요,1,2020-07-09 13:30:08
3805,코튼마우스,결제해서 들어가려니 계속 다운되버리고 핸드폰 재시작해서 들어가도 마찬가지고 어플지우고 다시 깔려니 안깔아지고 미치것네요,2,2020-06-15 08:21:39
