,rating,review,isEdited,date,title,userName,developerResponse
312,5,"넷플릭스 사용하다가 제가 보고 싶은 컨텐츠가 여기에 더 많길래 옮겨 왔는데, 왓챠에 제가 보고 싶은 컨텐츠가 더 많아서 좋고요. 얼마 전에 아이폰 pip 기능 추가를 문의 드렸는데 며칠 후에 정말로 기능이 추가된 거 보고 놀랬어요. 저뿐만 아니라 다른 분들도 요청했을 수 있지만, 피드백을 잘 받아 주신다는 것도 왓챠의 장점인 거 같아요. 앞으로도 타 플랫폼보다는 왓챠를 사용할 것 같아요.",False,2021-07-19 00:25:43,앞으로도 왓챠 사용할 것 같아요,Serofer,
313,5,무료체험 해보고 한달 구매해서 쓰다가 이번에 프리미엄으로 구매했는데 지금 몇일째 못쓰고 있어요 결제 했고 돈까지 빠져나갔는데 같은 계정인데도 이용권이 없다고 나오네요 고객센터 전화로 문의 해봤고 상담원 연결은 커녕 문자 준다고 음성이 말하더니 문자도 안줘요 한 이틀을 전화 해봤는데도 소용없고 문자도 안오고 ㅋㅋ 그 사이 사용 못하고 손해만 보고 ㅋㅋ 진짜 문자 통 안와서 이메일 문의 했는데 답변이 7일 장난하나요 답답해서 리뷰라도 적어요 꼭 답변 주세요 돈은 돈대로 쓰고 이게 무슨 피해인가요,False,2021-02-26 02:26:18,결제 후 이용권이 없다고 나와요 몇일째 이용 못하는중,접수 좀,
314,5,"예전에는 재생모드도 고를 수 있어서 좋았는데... 
오랜만에 다시 돌아와보니 넘기는 것 밖에 안되는군요
보기싫은 장면 넘겨보려고 해도 10초씩 버벅 거려서 
그런 점은 넷플릭스랑 비슷하지만 적어도 넷플릭스는 배속조절이라도 가능한데 왓챠는 그것도 안되니 조금 답답하네요
그래도 잘 쓰고 있습니다",False,2021-02-22 16:14:38,재생모드 설정,Seinyuuu,
315,5,항상 잘 사용하고 있지만 최근 업데이트 이후 너무 불편합니다. 화면 밝기 조절이나 음량조절시 영상 재생 중에도 자연스럽게 가능했는데 현재 업데이트 이후 오히려 너무 불편해 졌습니다. 영어 자막 영화나 미드가 앞으로 많이 추가됐으면 하는 바램이고 카테고리에 미드처럼 시리즈물과 영화를 구분하는 장르가 있었으면 좋겠습니다.,False,2021-01-28 02:49:29,업데이트,tylerjang,
316,5,"근데 화질이 데이터에 따라서 달라지는거랑 자주 끊기는게 아쉬워요ㅠㅠㅠㅠㅠ 와이파이 3칸 빵빵하거나 데이터 LTE로 봐도 중간에 화질 안좋아지고 튕기거나 끊깁니다.....ㅠ 
그래서 다운받아서 보고싶은데 피씨에서는 다운이 안돼서 슬퍼요😭😭 어차피 끊기니까 차라리 좋은화질 선택해서 보고싶은데 화질 선택도 못하고 화질 안좋아질때 자막도 같이 안보여서 좋아질때까지 기다려야합니다ㅠㅠ 또 앱이랑 피씨랑 다른거중에 앱은 이중자막 되던데 피씨는 안돼서 아쉬워요 
피씨에도 로그인하면 나의 보관함같은거로 다운받은거 일정기간동안만이라도 볼 수 있는 기능 생긴다면 좋겠습니다ㅠㅠㅠ!!!!!
방에서 뒹굴거리며 노트북으로 하루종일 왓챠를 즐길 수 있는 날이 하루빨리 오길 바랍니당🤩",False,2019-01-25 17:41:01,잘쓰고있어요!,!?!?!@,
317,4,"안녕하세요. 왓챠 몇 년째 잘 쓰고 있습니다.
종료 예정 컨텐츠 공지방식 이전처럼 따로 모아서 공지해주시는 게 훨씬 편할 것 같습니다.
보고싶었던 컨텐츠가 한두개가 아니라서, 추천목록에 뜬 작품들에 매일 들어가서 서비스기간이 얼마나 남았는지 확인해볼 수도 없는 노릇이구요, 저 같은 분이 많으시리라 생각해요.
그리고, 취침예약기능이 있으면 좋을 것 같습니다.",False,2020-10-06 23:26:03,종료 예정 컨텐츠 공지방식+취침예약기능 만들어주세요!,자라부엉이,
318,1,앱을 실행하는데 자꾸 튕겨서 삭제하고 다시 깔았는데도 그렇네요?,False,2020-09-28 08:00:13,왜 접속이 안되죠?,숨은곰,
319,5,"업데이트 할때마다 쓰기 어려워지는 것 같아요. 예전에는 카테고리 별로 보기 쉽게 디자인 되어 있었는데 이제는 봤던 영상들 보기도 힘들게 구성되어서 사용이 불편합니다. 차라리 전처럼 바뀌었으면 좋겠어요. 
콘텐츠 구성은 최곱니다. 일한다 왓챠!",False,2022-07-09 16:53:30,좋은데,죠곤,
320,5,다 좋아요 다 좋은데 갑자기 저번부터 에피소드를 보면 기록이 안 떠요 5화에서 8화 까지 봤는데 안 봤다고 떠요 그리고 영화를 반 쯤 보고 내일 보려고 폰 껐다가 다음 날에 키니까 처음 으로 돌아와 있어요 그냥 잠깐 이상한거라고 생각하고 최근목록에서 지웠다 깔고 로그아웃도 하고 폰 전원도 껐다 켜도 그대로 길래 지웠다가 깔았는데도 똑같아요 제 폰이 이상한건지 아니면 앱에서 오류가 난건지 모르겠어요..,False,2021-12-12 15:35:31,다 좋은데..,민빠답이,
321,5,데이터 써도 .. 버퍼링.. 끊김... -- 지금 9시 17분 부터 9시 30분 까지 난리도 아님.. 평소에도 잘 끊겨서 뭘 제대로 보기가 힘든데 이건 아주 해도 해도 너무 함... 대사 한줄을 13분째 제대로 못 보고 있음... 유료 빼야 할까보다.. 넷플보다 못하네... 넷플은 재생 잘 되는데 왜 왓챠만 이 모양???,True,2021-04-13 12:31:21,"아이폰 12프로, 아이패드7... 자꾸 끊기고 버퍼링...",포토1,"{'id': 4423109, 'body': '안녕하세요. 왓챠플레이 입니다.\n\n왓챠플레이에 피드백 주셔서 감사합니다. 건의해 주신 기능은 논의를 통해 최대한 반영될 수 있도록 노력하겠습니다. 왓챠플레이는 회원님들의 의견을 가장 소중하게 생각하고 있습니다. 필요하다고 생각되시는 점은 언제든지 피드백 부탁드려요 :-) \n\n감사합니다.', 'modified': '2021-04-13T12:31:21Z'}"
322,5,"처음 왓챠플레이 나왔을 때부터 잘 쓰고있습니다.
고유의 이미지를 잃어가는게 아쉽긴 하지만 더 큰 
그림을 위한 작은 변화라고 생각 하겠습니다. 그리고 영드나 미드는 영어자막 지원 꼭 부탁드려요...!!!!! 
그럼 정말 ㄴㅍㄹㅅ끊고 왓챠에만 온전히 정착 할 수 있을 듯 하네요 ㅠㅠㅠ",False,2021-01-05 05:43:07,닥터후 영어자막 지원 부탁드립니다..zㅔ발요,왓챠 닥터후 영자막 부탁드려요,
323,2,"업데이트 왜 했어요 ㅠㅠㅠ
다시 원래대로 되돌려줘요 ㅠㅠ 보기 너무 불편해요",False,2021-01-19 12:24:21,"업데이트,,,",1111111192020,
324,5,"일단 저는 왓챠 플레이 너무 사랑해요 짱짱 내 인생에 없어서는 안될 어플입니다. 
그럼에도 왓챠의 발전을 위하여 몇 자 적어보자면은
한번 씩 드래그를 해서 많이 넘길 경우에 어플이 종료되는 현상이 종종 있어요.. ㅜㅜ 다시 눌러서 영화 다시클릭해야 합니다.. 엉엉 나머지는 다 좋아요
+그리고 지금 영화 트로이 재생버튼 누르면 초록화면 잠시 떴다가 바로 꺼져요.. 다른 영화는 잘 되는데 ‘트로이’만 그래요 (혹시 더 있을 수도 있겠지만요)",False,2018-12-24 19:36:29,다 좋은데 개선하면 좋을 점들,소은씨,
325,1,와이파이 빵빵한데도 네트워크 안좋다면서 재생안되고 2초 영화나오다가 또 계속 멈추고 반복인데 짜증나네요 이거 어떻게 안되나요,False,2019-03-17 15:54:57,와이파이빵빵한데계속에러뜸,딱ㅇ따구리,
326,4,"진짜 좋은데 왜 계속 튕기죠 ㅠㅠ
튕기는거 빼고는 최고입니다 ㅠ",False,2019-01-05 19:18:47,하,sjjnsj10156,"{'id': 6744063, 'body': '안녕하세요. 왓챠플레이 입니다.\n\n이용에 불편을 드려서 죄송합니다. 제보주신 내용은 현재 확인 및 수정 중에 있습니다. 빠른 시일내에 보다 더 좋은 감상 경험을 제공할 수 있도록 노력하겠습니다.\n\n아이튠즈 리뷰로는 회원님의 정보 확인이 불가합니다. 추가 문의사항 및 진행 상황은 왓챠플레이 고객센터로 문의주세요. 확인 후 회신 드리도록 하겠습니다 :)\n[왓챠플레이 앱 마이페이지 > 설정 > 고객센터]\n\n왓챠플레이 드림', 'modified': '2019-01-09T07:23:36Z'}"
327,5,저 2017년 11월부터 2018년 3월까지 5번 매달 5.49달러씩 자동으로 돈이 빠져나가던데 저 이 어플 어쩌다 깔았는지는 몰라도 앱 들어가서 사용한 적이 없는데 환불 가능할까요ㅠㅠㅠ? 구입 내역 확인하다가 이제 봤네요 저 사용한 적도 없는데 5번이나 5천 얼마씩 거의 3만원이 빠져나갔는데 학생이라 적은 돈도 아니고 환불 요청합니다ㅜㅜ 방법 좀 알려주세요. 별은 다섯개 드립니다ㅜㅜ,False,2018-07-23 02:03:20,이거 환불 어떻게 해야하나요ㅠㅠ?,ㅊㅊㅊ니,"{'id': 4406187, 'body': '안녕하세요. 왓챠플레이 입니다.\n\n아이튠즈 리뷰로는 회원님의 정보 확인이 불가합니다. 왓챠플레이 고객센터로 가입하신 이메일 계정과 상담내용을 알려주세요. 최대한 빠르게 확인 후 회신 드리도록 하겠습니다. \n[왓챠플레이 앱 마이페이지 > 설정 > 고객센터]\n\n감사합니다.', 'modified': '2018-07-26T10:16:57Z'}"
328,5,"기존에 사용하던 계정 비번을 잊어서요 다른계정으로 하려니 기존계정에 한달무료 사용하던게있어서 추가로 결제도 못하는상황이라
구매내역을 지워주시면 새로운계정으로 결제해서 사용가능할거 같거든요 죄송합니다만 구매내역좀 지워주실수있을까요",False,2017-09-30 02:09:41,잘쓰고 있습니다 다만,할츠,
329,5,이번 업데이트하고 왓챠 사용하는 게 불편하네요.. 보관함도 그렇고 뭘 봤고 뭘 보관해 둔 건지 한눈에 알아볼 수가 없어서 불편합니다 검색 키워드도 전에 썼던 게 더 편하고요.. 전체적으로 이번 업데이트 편하기보단 불편하네요 업데이트 전으로 다시 바꿔주셨으면 합니다 그래도 업데이트 전에는 잘 쓰고 있었기에 5점 드려봅니다.. 피드백 수용해 주시길 바랍니다,False,2022-07-06 11:11:20,업데이트 전으로 되돌려주세요,피드백수용바랍니다,
330,5,"저는 왓챠 진짜 만족하며 쓰고있어요 거의 초창기 회원입니다
조은 서비스 만들어주셔서 감사합니다
근데 혹시 첫화면인 프로필 선택하는 화면을.. 안나오게 하는 방법은 없나요? 전 애도 없고 저 혼자 쓰는데 항상 이 화면을 거쳐야 해서 사실 좀 귀찮고 짜증도 납니다 ㅠ.ㅠ",False,2021-09-22 04:46:36,개선점 문의,Mmㄹㅎ,
331,5,"주로 드라마나 예능 시리즈를 한꺼번에 이어서 보는데 어플 실행하고 1~2번 내려야 이어보기를 누를 수 있는게 불편합니다.
웹화면에서도 적어도 2번은 내려야 이어보기 클릭할 수 있네요
왜 역대박스오피스가 제일 상단에 있는지 모르겠어요; 그나마 새로 올라온 작품은 들어오면 한번씩 눈으로 확인하기 때문에 이해갑니다
이어보기를 보려면 마이페이지를 들어가거나 1~2번 내려야하는데 너무 불편합니다 첫화면에 이어보기 띄워주면 좋겠습니다.",False,2020-09-16 04:26:03,이어보기 첫화면에 띄워주세요,ㅃㄹㅎㅈㅇ요,
332,5,업데이트 되면서 화면 밝기랑 소리 조절하는게 너무 불편해졌어요ㅠㅠ그리고 약속의 네버랜드 2기도 들어와주세요💜 하이큐랑 주술회전 매주 업데이트 된거 잘보고 있습니다 왓챠가 다른거랑 비교 안되게 일드랑 애니볼때 제일 좋아요ㅠㅠ 앞으로도 많은 애니 데리고 와주세요💗👍,False,2021-01-24 13:32:40,"재생중에 화면 사이드에 스와이프로 밝기,소리 조절 방식 돌려주세요!!",yerin35,
333,4,"일단, 시리즈에서 에피소드가 끝나면 다음에피소드가 자동 재생되게 부탁드립니다. 또한 자동재생시 마지막 크레디트나 오프닝은 한번 스킵한 적이 있다면 자동 스킵되게하면 더 좋을 듯 합니다. 애플티비에서 시리즈 내 에피소드 선택해서 재생화면으로 전환 후 뒤로 돌아가면 이전 선택한 에피소드에 커서가 있도록. 그리고 또 뒤로를 눌러서 메인화면에 갔을때 자동으로 리프레쉬되어 선택했던 시리즈 셀렉션이 소실되는데 이것도 유지되면 좋겠습니다. 웹에서 에피소드 목록이 좌상단 버튼인데 직관적이지 않은거 같습니다. 보통 앱에서 회원정보가 보여지는 버튼 모양이라서요. 재생버튼이 있는 하단에 보여지는 것이 좋을 듯 합니다.",False,2022-04-01 05:09:32,개선점 건의해봅니다,날마,
334,5,"왓챠 처음 나왔을 때부터 쓰고있는데 이번 업데이트 별로에요ㅠ 볼륨이랑 밝기 조절, 앞으로 뒤로 엄청 편했는데 다운그레이드 됐네요. 아이폰 쓰다가 갤럭시 쓰는 느낌? 직관적이었는데 구체적이고 설명적으로 바뀐거같어요. 왓챠는 왓챠인데! 넷플릭스 아류가 되려고 하는건지 그냥 따라하려고 하는거같애요 원래대로가 훨씬 좋아요",False,2021-01-21 16:34:10,인터페이스 이전껄로 돌려주세요..,뭔별명이다안돼,
335,5,처음에 무료체험 시작할때 대충 개인 정보 입력후 애플아이디로 만들었는데 카드 번호 입력도 안했는데 무료이용시점이 지난후 자동결제가 되었네요 제가 까먹은 걸 수도 있지만 그걸 까먹진 않는데 분명 아이디를 만드는 도중 나갔다가 들어왔는데 갑자기 무료체험 시작 됬다고 뜨고 지금 결제 됬네요 버근가요 검토 해주시고 카드결제로 한게 맞다면 죄송합니다.,False,2020-11-11 14:10:52,버근가요 이거,iiwwhh,
336,5,진짜 영화종류 많고 끊김같은거 없고 진심 개좋은데요 핸드폰으로 볼때도 화질설정 하는거 있었으면 좋겠어용 그리구 고교처세왕 주군의태양 올려주시면 안돼요 ㅠㅠㅠㅠㅠ??? 보고싶은데 없으면 속상해용 근데 진심 개좋아요 개꿀이에요 개꿀 취향분석해서 추천해주는거랑 예상별점 ㄹㅇ 잘맞고 걍 모든 시스템 최고에요;;;;❤️ 근데 유명한 한국드라마 많이 올려주셍용 다른거에 비해서 한국드라마 흥행했던거 별로 없는거 빼곤 진짜 최고에여 평생쓸듯 ㅎㅎ,False,2018-12-04 19:29:10,진짜 개좋아요 흐어어어어어엉,왓챠빠수니,"{'id': 6275520, 'body': '안녕하세요. 왓챠플레이 입니다.\n\n원하시는 작품을 찾지 못하셨나요? 왓챠플레이에 작품 요청주시면 최대한 빠르게 업데이트될 수 있도록 최선을 다하겠습니다. 아래와 같이 언제든지 컨텐츠를 요청해주세요. \n[왓챠플레이 고객센터 > 컨텐츠 > ""Q. 새로운 작품 추가를 제안하고 싶어요.""] \n꾸준한 컨텐츠 업데이트를 통해 최고의 컨텐츠 감상 서비스가 되겠습니다 :-)\n\n감사합니다.', 'modified': '2018-12-06T15:43:25Z'}"
337,1,영상 10개 중 1개 빼고 다 실행이 안되네요 이럴거면 왜 결제하고 사용하겠어요ㅎ,False,2020-03-22 14:36:51,별 한 개도 아까워요,어휴ㅜ,
338,4,그런데 제가 별 하나를 더 드리지 못한 이유는 저만 그런지는 모르겠는데 왓챠플레이를 이용하면서 자주 팅긴다는 느낌을 받았습니다. 핸드폰으로 볼 때는 약간 덜하지만 아이패드로 보면 좀 더 그런 현상이 자주 발생합니다. 참고로 제 핸드폰은 아이폰 8이고 패드는 2세대 10.5입니다. 패드와 핸드폰 모두 가장 최신의 기종은 아니지만 고가에 엄청 좋은 제품인데 끊겨서 제품 문제인가 생각해보면 유튜브나 다른 활동을 할 때는 그런적이 없었습니다. 정말 왓챠 플레이를 좋아하고 지금 1년권 사용중인데 만약 끝난다면 연장 할 생각이 있습니다. 하지만 안정화가 되지 않는다면 사용하는데 큰 불편이 있어서 리뷰를 작성하게 되었습니다.,False,2019-05-24 15:01:36,매주마다 다양한 컨텐츠에 왓챠랑 연동이 너무 좋아서 쓰고 있습니다.,goodirector,
339,5,분명 프리미엄 이용권이 9월 9일까지 유효하다고 떠서 9월 7일에 해지 하려고 했는데 9월 7일 16시 30분 쯤에 갑자기 이용권이 결제됬다고  문자가 왔었어요 그래서 환불요청 드렸는데 하도 돈이 안 들어와서 확인해보니까 환불처리가 완료 됐다고 뜨네요 ㅎ 근데 왜 계좌에 돈이 안 들어오나요…,False,2021-09-10 14:45:00,환불처리 다시 확인해주세요,권유하다,
340,5,원피스 정주행하고 싶어서 깔았는데 극장판 빼고 다 더빙이라서.. 자막을 훨씬 좋아하거든요.. 원작에서 그 느낌을 너무 좋아하는데 더빙으로 보니까 “너 이자식!!” 이런 느낌? 확 깨고 집중이 안돼요ㅠㅠ 그리고 17기 까지만 있던데 18기부터 그 이후 것들도 업데이트 부탁드려요 수고스럽겠지만 진짜 애니매이션 자막버전 꼭 부탁드려요 왓챠 계속 쓸게요 제발ㅠㅠ,False,2020-02-14 08:17:48,너무 좋은데 원피스 업데이트랑 자막버전 제발 부탁드려요ㅠㅠ,뽀봑,
341,1,Sdk 오류때매 몇일동안 못보고 있네요. 이번 기회에 넷플로 갈아 타렵니다 ~~^^,False,2020-03-22 06:35:16,정말 최악입니다.,라아아아아타,
342,5,아니 진짜 도대체 피드백 수용은 하시는지 컴퓨터로 보니까 드드드득거리면서 끊기고 볼 때마다 성인인증 하래서 폰으로 보는데 폰으로도 계속 취향 검사한다면서 평가하래서 너무 재밌었어서 다시 보고 싶다고 설정한 것 중에서 평가했더니 보고싶은 상품 해지되고 뭔 또 앱 다운받아야 평가 삭제할 수 있대서 왓챠 다운받았더니 거기서도 공유된 다른 계정만 뜨고 어쩌라구여 ㅜ 보고싶은 거 꽤 있길래 가입했는데 짜증나네요 ㅎㅋ,False,2020-01-07 02:44:50,짜증나요,ㅇ차아아너,
343,5,아니 제가 몇달 전에 왓챠 구매했는데 2주 무료라고 해서 그거 사용하고 잠시동안 지웠다가 지금 다시 와서 보려고 다운 했는데 결제는 돼서 돈은 나간 상태이구여 보니까 자꾸 알 수 없는 오류라고 뜨면서 동영상은 안 틀어져요;;; 이거 왜 이러는 거예ㅛ? 환불 부탁드립니다.,False,2022-01-11 14:42:11,알 수 없는 오류,환불 좀 해주세여;;;; ㅈㅂ,
344,1,"영화 이어보려고 하면 화면이 멈추고 소리만 나오다가 한 5초 후에 앱이 아예 멈춰요
넷플릭스는 잘 돌아가는데;;;돈아깝네요",False,2019-10-22 17:19:00,영화 이어보기가 왜 안되죠 ㅋㅋㅋㅋㅋㅋ,예쁜여지닝,
345,5,안녕하세요 저는 난청때메 소리를 잘못듣습니다 그런데 왓챠는 한국어도 자막이 되어있질않아 장애인들에게 많이 불편하며 무시하는 행동처럼 보입니다 한국어도 자막으로 볼수있게 해주세요 돈이 아깝네요 환불해주셨으면좋겠습니다,False,2022-01-02 12:49:38,관계자분들 꼭봐주세요,12345cho,
346,5,"안녕하세요!!
왓챠 너무 잘보고 있어요ㅠㅠㅠ 특히 코난이 많아서 너무 좋습니다💗
하지만 일본 애니들 볼때마다 드는 생각인데, 자막 동영상화면에서 중간에 껐다가 킬수 있게 업뎃 되었으면 좋겠네요ㅠㅠ 그거 하나만 보완된다면 정말 재미있게 잘 볼것 같습니다 
앞으로 왓챠 잘 볼게요!!",False,2021-08-22 06:52:26,자막,@망고스무디,
347,4,넷플이랑 똑같아져가네요 넷플 화면구성이나 UI 정말 보기 불편하고 한눈에 안들어와서 넘 별로였는데 왜케 넷플 따라 자꾸 바뀌는건지 ...그리고 이전에 시청중에 방해받지 않고 왼쪽 터치업다운 하면 밝기 조절되는거랑 음량 조절 되는거 다시 돌려주ㅕ 대체 그걸 왜 불편하게 바꾼건지 ...왓챠 응원하고싶은데 자꾸 이러면 ㅠ,False,2021-12-29 14:24:18,업데이트 할때마다,wryhcssjordwtu1453,
348,5,"영상보면서 그대로 위아래로 바꾸는게 왓챠장점이였는데 넷플릭스랑 비슷하게 불편하게 바뀌었네요

그리고 멈췄다 다시볼때 재생버튼을 세번은 눌러야지만 인식해요 

개선부탁드립니다",False,2021-01-31 04:24:46,"새로 바뀐 재생, 음량조절, 화면밝기조절 너무 불편해요",사브레인저,
349,5,넷*릭스랑 왓챠 비교해서 써보다가 왓챠가 더 다양한 영화랑 한드가 있어서 왓챠를 쓰고있어요. 컨텐츠도 다양하고 불편함 없이 잘 쓰고 있습니다. 다만 사용자가 원하는 작품을 직접 건의할 수 있었으면 하네요. 원하는 애니메이션 시리즈가 있는데 새 시즌이 나온지 1년이 지났음에도 업데이트되지 않고 있고ㅠ 기약없이 기다리는게 힘듭니다. 최소한 사용자들의 목소리를 들어준다면 더 좋을 것 같아요.,False,2019-04-29 11:43:54,좋습니다...근데,JiahnYi,
350,1,구매해서 쓰는 중인데 무슨 영화 트는 것마다 재생이 안 되네요 왜 이러는 거져? ㅋㅋ 이럴 거면 왜 결제하라 그럼 ㅠ,False,2020-03-22 13:47:32,아니,리뷰ㅠ루부리지부ㅡㅂ,
351,4,"2달째 사용하는중입니다.
넷플릭스엔 없는 드라마, 영화를 왓챠로 신나게 보고있어서 매우 만족스럽지만 한편으론 불편한 점이 많습니다.
영화를 끊어서 다음에 다시 이어보기를 할때 한번씩, 아니 생각보다 자주 영상은 안나오고 소리만 나옵니다. 이렇게된 경우가 벌써 4-5번정도 된것같아요. 아무리 재접해도 안나오고 다른 기기(tv)로 틀어야 나와서 그런일이 있을때마다 옮겨서 마저보는데 여간 불편한게 아닙니다. 검색해보니 저와같은 경험을 하신분들이 있는걸보니 개인적인 문제는 아닌것같아 여기에 글을 남깁니다.
참고로 제폰은 아이폰xs입니다.",False,2019-07-17 16:29:26,어플에 결함이 있는것 같아요,웅이랑까미랑,"{'id': 9742265, 'body': '왓챠플레이 이용에 불편을 드려 죄송합니다. 재생 중 강제 종료(전원 off)된 경우 일시적인 플레이어 오류로 인해 검은 화면으로 재생 또는 에러 메시지가 나타날 수 있습니다. 해당 문제가 발생하는 경우 아래와 같이 진행 부탁드립니다. - 앱 업데이트 > 앱 실행 - 왓챠플레이 앱 설정 > 캐시 삭제 > 앱 삭제 > 앱 재설치 > 앱 실행 또한 정확한 확인을 위해 해당 작품명을 고객센터로 보내주세요. 최대한 빠르게 문제 해결될 수 있도록 하겠습니다.\n', 'modified': '2019-07-19T08:06:20Z'}"
352,5,"앱스토어 리뷰 잘 안 달지만 진짜로 왓챠플레이 덕분에 제 삶의 질이 높아져서 너무너무 고맙고 사랑한다는 말하고 싶었어요. 왓챠플레이 앞으로도 더 대성했으면 좋겠고 더 많은 분들이 가입하고 더 많은 작품 볼 수 있었으면 좋겠네요. 하루에 한번씩, 일주일에 한번씩 나만에 소확행이자 힐링타임을 선물해주셔서 감사합니다. 앞으로도 기대할게요..!! 그리고 왓챠플레이 가입하셔도 진짜 후회 안하실거에요ㅜㅜㅜ 많은 사람들이 알아주셨으면 좋겠네요.",False,2019-02-27 15:45:46,왓챠플레이 꼭 사랑한다는 말 전하고 싶네요,ㅎㅎ^_^,
353,5,넷플릭스를 몇 개월 써보고 왓챠도 써보는 중인데 만족하면서 잘 사용하고 있습니다! 근데 혹시 드라마 날씨가 좋으면 찾아가겠어요 업데이트 해주실 수 있을까용?? 종종 보고 싶은게 있는데 없더라고요ㅠㅠ 그것 빼곤 정말 다 만족하면서 시청 중이예요! 그럼 오늘도 행복한 하루 보내세요~!,False,2021-02-03 12:56:58,정말 만족하면서 쓰고 있는데,서.련.아,
354,1,진짜 이 앱 별 한 개도 주고 싶지 않은 앱이네요. 결제도 하지 않았는데 12월 22일에 결제가 되어 오늘 통장에서 돈이 빠져나갔네요.,False,2019-01-25 02:59:18,별 한 개도 주고 싶지 않다.,브리치!,
355,4,"리뷰는 처음써봅니다. 앱이 괜찮은 만큼 아쉬운 점도 있어서 이렇게 올리니 너그러이 받아들여주셨으면 하구요. 아이패드 프로10.5 에서 사용중인데 최적화는 엉망입니다. 멀티태스킹 시 너무 버벅거리구요. 네이티브로 지원되는 pip는 대체 왜 안되는 건지..
그리고 중국 드라마나 일본 애니.. 그 수요도 물론 많겠지만.. 적어도 제 화면에서만큼은 수동으로라도 영영 안볼 수 있는 방법 없나요? 지독하게 거슬리네요. 아무리 관심없음으로 제거해도 기어이 추천이 계속 되구요.. 작품 추천 알고리즘이 영 별로인 것 같습니다.",False,2018-07-26 15:54:49,개선사항,좀글쎄입니다,
356,2,앱을 쓰다보니 없는영화가 굉장히 많습니다 차라리 pooq 앱을 쓰시는걸 강추합니다 영화 드라마 다 볼수 있으니까요 없는거 개많음 ㅜ,False,2018-02-07 02:53:56,좋네요 굿,카툰워즈,"{'id': 2529262, 'body': '안녕하세요. 왓챠플레이 입니다.\n\n원하시는 작품을 찾지 못하셨나요? 왓챠플레이에 작품 요청 주시면 최대한 빠르게 업데이트될 수 있도록 최선을 다하겠습니다. 아래와 같이 언제든지 컨텐츠를 요청해주세요. \n[왓챠플레이 고객센터 > 컨텐츠 > ""Q. 새로운 작품 추가를 제안하고 싶어요.""] \n\n현재 왓챠플레이는 왕좌의 게임이 업데이트 되었으며 이후 뉴스룸, 섹스 앤 더 시티, 실리콘 밸리 등 HBO 작품들이 업데이트 될 예정입니다. 꾸준한 컨텐츠 업데이트를 통해 최고의 컨텐츠 감상 서비스가 되겠습니다 :-)\n\nWinter is coming\n- 왓챠플레이 드림', 'modified': '2018-02-08T06:55:39Z'}"
357,5,"1. 아이폰도 pip화면 가능하게 해주세요 그리고 pip화면 사이즈도 작게 크게 할 수 있으면 정말 좋을 것 같아요. 
2. 한국어인 영화나 드라마도 한글 자막이 있었으면 좋겠습니다. 
최근에 넷플릭스에서 왓챠로 갈아탔는데 pip화면 없는 게 진짜 너무너무 단점이여서 아쉽습니다 ㅠㅠ 제발 추가해주세용❤️",False,2020-12-13 17:08:15,"아이폰 Pip화면 기능 추가, 한국 영화 드라마도 한글 자막",ㅇㅇㄹㄹㅇㅌㅍㅍㅍㄴ,
358,5,"와 진짜 일일히 볼 거 찾으러 다니기도 귀찮고 찾아서 볼려고 해도 짤려있구 그렇다고 불법다운로드받기엔 찜찜했는데 한방에 해결!! 완전 편해요
물론 최신영화가 바로바로 올라오진않고 또 없는 작품도 많지만 직접보면 엄청난 작품수에 놀랄걸요?
아이폰 인앱결제로 이용권을 구매하면 해외결제라서 돈이 더 붙으니 꼭! 컴터로 이용권 구매하는거 있지마시구요 절대 돈 안아까우니 꼭 이용권 구매하세요ㅋㅋ",False,2018-06-03 04:47:05,진짜 이건 미쳤어요!!,까뮤99,"{'id': 3851598, 'body': '안녕하세요. 왓챠플레이 입니다.\n\n소중한 피드백 주셔서 감사합니다. 고마운 마음에 왓플 tip을 전달해드려요 :-)\n1. 다중자막 기능으로 영어 공부를 즐겨 보세요!\n2. 더블탭으로 앞/뒤로 10초 이동 기능을 사용해보세요!\n3. 왓챠플레이가 아닌 ""왓챠"" 앱 다운 받고, 리뷰도 남기고 나와 취향 비슷한 사람도 찾아보세요!\n\n항상 더 나은 서비스를 제공하는 왓챠플레이가 되겠습니다.\n\n감사합니다.', 'modified': '2018-06-15T09:03:40Z'}"
359,1,이번에 회원가입해서 2주 무료 했는데 왜 2주무료 신청하자마자 결제됬죠? 결제등록 카드 제꺼 아니라서 곤란한데 환불해주세요,False,2020-01-23 13:49:54,2주무료 사용,사진photo,
360,5,하지만 여기 앱스토어의 리뷰보다는 왓챠플레이의 영상의 리뷰에 더 관심을 써주셨으면 합니다! 맛있는 녀석들이란 예능 프로에 대한 의견인데 저 하나만의 의견이라 반영이 힘들고 이미 120회까지 올려주셔서 너무나 감사드리지만 개인적으로 너무 좋아하고 무한도전 다음으로 좋아하는 프로여서 계속해서 업데이트를 해주셨으면 합니다...나온지 꽤 오래됬는데도 업데이트가 안돼서 많이 속상하네요..하지만 다른 프로들이랑 영화들 잘 보고 있으니깐 만약에 제 리뷰를 보신다면 한번쯤 고민해주셨으면 합니다...!,False,2018-02-28 11:22:19,정말 다 좋습니다 하지만!,ㅋㅋㅋㅋ튜ㅠㅠㅌ,
