,userName,title,isEdited,review,date,rating
570,니알빠야내알빠지,ㅃㄹ보셈,False,진격의거인보고있는데 화질이 너무 구려요 장난하나요 이딴화면볼라고 결제한거아닌데 좀 열받네요 캡쳐해서 보여줄수도없고 빨리 화질 고쳐주세요 그리고 볼것도 너무 없어요 ㄹㅇ 아니 그게중요한게아니고 빨리 화질고쳐주세요 답답해서 미칠거같아요 장난하ㅛㅣ는건가여 너무너무 화나네요 빨리 화질고쳐주세요 아니면 유튜브처럼 화질조절하는걸 만들건가,2021-01-01 14:00:13,4
571,과자뿌시러기,제발 미드 추가 좀..;;;;,False,진짜 잘 쓰고 있는데요 제발 미드라든지 영화라든지 한국에서 서비스 안되는거 추가 좀 해주세요🙏🏻🙏🏻 가끔 너무 보고 싶은 작품 있어서 검색해도 우리나라에서 서비스 안되는 작품이 반을 넘어요... 미국에서는 되는 것 같은데 여튼 다양한 작품 추가 부탁합니다... 왠만한 거 다봐서 이제 볼 것도 없어요😭,2020-10-30 06:37:03,4
572,Hermione🎀,진짜 좋은데 해리포터 좀 추가해주세요..,False,해리포터 광팬인데 뭐 다른 유명한 드라마나 영화도 있지만 해리포터 있었으면 좋겠어요ㅠㅠ 저작권비 그런거 많이 드는건 알겠지만..넷플릭스에 해리포터 시리즈별로 다 있으면 하루종일 볼 수 있어요 진짜..추가 좀 해주세요!!,2020-10-03 03:44:10,4
573,아니뭔별명이야,볼만한 작품들 많아서 괜찮은데,False,"1. 인터넷 연결이 원활한데도 불구하고 화질 저하가 너무 심함
2. 소리는 나오는데 화면이 멈추거나 소리와 맞지 않는 다른 이상한 화면이 나옴(이 버그는 넷플릭스로 뭘 볼때마다 항상 걸리는듯)
3. 원래 홈 화면에서 내가 찜한 컨텐츠를 찾을 수 있었는데 업뎃 이후로 찾기 힘든 곳으로 감
이거만 고쳐져도 너무 좋을 것 같아요 ㅜㅜ",2020-08-21 10:14:13,2
574,Seoulite87,이중자막 지원 및 뒤로감기 시간 옵션 추가 필요,False,"요즘 영어공부를 미드로 하는 사람들이 많은데, 앱에서 이중자막을 지원하지 않는게 아쉽네요. 이중자막 지원하는 왓챠로 넘어가야 하는지까지 고민이 됩니다. 

그리고 앞 뒤로 10초씩 넘어갈수 있는 기능은 좋지만, 유료 서비스인 만큼 넘어가는 시간 단위도 조절 가능한다던지 여러 부분에서 각자 개인에 맞게 커스터마이징을 할수 있으면 좋겠네요",2019-09-02 23:33:13,3
575,주드도,넷플릭스 잘쓰고 있습니다,False,"스킵하기 기능이 있다면 더욱 좋을것 같습니다.
또한 볼수있는 콘텐츠가 의외로 한정되어 있어 추가 했으면 바랍니다. 특히 modern family 10 업데이트좀 해주세요. 시즌 9까지만 있어서 아쉽네요",2019-05-17 04:56:49,3
576,ㅗ어나라러,이상해요,False,티비로 넷플릭스를 사용했었는데 너무 좋아서 핸드폰으로 깔려 했는데 로그인있잖아요 로그인이 안돼네요 껐다 켜도 안되고 지웠다 깔았다도 안돼고 등등 여러방법을 써봐도 로그인이 안돼네요 어떻게된건가요??,2019-07-01 10:23:53,5
577,다리아싣하,앞뒤 10초 기능,False,"앞뒤로 10초 씩 돌릴수 있는 기능 왜 유지 안되나요?
얼마전에 갑자기 앞뒤 전부 10초씩 움직일 수 있게 
키가 생겼던데 갑자기 어느 순간부터 앞으로 10초만 당기는 키만 보이네요 갑자기 뒤로 가는거 사라짐...
있다가 없어지는 경우는 또 처음 보네요
한달에 만원이상 유료결제인데 이런 기본적인게 안되는게 이해가 안가요 고객센터에도 따로 언급된 공지글도 없고요 많은 분들이 궁금해 하는 사항인데 개선시점도 알수 없나요???",2018-09-15 02:46:36,3
578,mammaksl,일시정지버튼 하단으로 좀,False,"기존에는 일시정지나 앞으로가기가 화면 하단에 있었는데 최근 업뎃후로 화면 중앙에 너무 크게 나와서 영상보는데 너무 불편합니다.
앞뒤가기 생긴건 좋은데 다시 하단으로 내려주세요ㅠ 영상에 너무크고 잔상도 오래가서 진짜 이상해요..
한영자막도 꼭 부탁드립니다",2018-12-08 02:16:50,4
579,호랑고래,빔 프로젝터랑 연결했을 때 소리는 나오는데 화면이 안나와요,False,"빔프로젝트랑 핸드폰을 연결해서 실행하려하는데 유튜브랑 네이버티비를 비롯한 동영상은 재생이 되는데 넷플릭스에서 어플을 실행하면 소리만 나오고 화면이 까맣게만 나옵니다
어플상에 버그가 있는지 확인 부탁드립니다",2018-08-24 13:07:28,4
580,"오류 수정좀,,",계속 렉걸려요ㅎ;;;;;,False,결제하고 보는 유료 서비스인데 재생 중에 화면 멈추고 검은 화면 나오고 화질도 말만 UHD지 초반에는 다 240p 정도로 시작돼요. 콘텐츠 종류가 많고 넷플에서만 제공하는 영화나 드라마 덕에 3점은 드릴게요 오류 좀 빠른 시일 내에 고쳐주세요,2021-03-07 02:44:53,3
581,쩌쩌년,고쳐주세요,False,"너무 잘 쓰고 있는데 보가가 나와서 다시 보려고 들어가면 보던부분이 아닌 다음화가 재생되고 잘보다가 갑자기 화면이 까맣게 뜹니다 소리는 그대로고,그래서 폰을 껏다켜보고 나갔다가 들어오는둥 이거 저거 다해봤는데 안되네요 최대한 빨리 오류 고쳐주셨으면 합니다",2021-09-18 08:50:36,4
582,뭉게문도,오류때문에 이용불가,False,"잘쓰던 앱이 5월 2일 자정부터 에러가 뜨기 시작하네요. 들어갈 때마다 로그인을 새로 해야되고, 어쩔 땐 네트워크 오류라면서 로그인도 안시켜주는데 다른 어플들은 멀쩡하게 실행됩니다.
유료서비스 이용중인데 접속이 안 되면 제가 돈을 왜 내야되는지 모르겠네요...?",2021-05-02 04:49:18,2
583,zzvxmeks,아이씨,False,이게 몇번째에요? 돈 내고 사용하는건데 동영상 돌아가는 퀄리티가 유튜브보다 낮으면 어떡하자는건데요? 다음화 보기는 왜 드라마 끝날때까지 뜨지도 않고 다음화 자진해서 누르면 영상 끊어서 보여주고 앞으로 터치해서 다시 보려고 하면 검은화면에 소리만 나오는 건데요? 돈 내고 사용하는 앱이면 그만큼 발전시키셔야죠. 사람들이 영상 볼 수 있는 다른 앱들보다 넷플릭스를 많이 사용한다고 베짱있게 걍 냅두시는건가? 업데이트를 하시려면 피드백 제대로 하셔서 업데이트 부탁드립니다.,2021-02-18 19:32:49,2
584,민승8002,프로그램 추가 부탁,False,왓챠는 프로그램이 다양하고 좋습니다.넷플릭스도 다양화를 위해서 더 많은 프로그램을 추가하는것이 좋다고 생각하니다!별점은 넷플에서 단독 공개되는 프로그램이너무 재밌어서 5개 드리겠습니다.수고하세요,2021-01-03 08:44:27,5
585,리뷰 리뷰 리뷰 리뷰 쓴다,개선 좀 부탁 드려요,False,화질 영상 볼때 설정할 수 있게 해주세요 저하되는 현상 굉장히 짜증나요 돈내고 쓰는 건데 유튜브보다 못한 화질이...,2020-12-26 15:30:22,5
586,뭐ㅔ,티비 로그인,False,"티비에서 로그인 할 때 이메일과 비밀번호를 티비에서 입력해야해요 상하좌우 네가지 버튼으로 자판 누르면서요 너무 불편해요 
큐알코드나 번호 코드 모바일로 연결해서 로그인 가능하게 했으면 좋겠어요 비번 바꿀때마다 로그인 다시 해야돼요 개불편",2020-09-07 06:28:17,5
587,옹강이,제발 위대한 쇼맨 추가 해줘요,False,"너무 잘 쓰고 있는데 제발 
“위대한 쇼맨”이랑” 나우 유 씨미” 
다른 시리즈도 올려주세요.. 저
프리미엄 끊었는데 저 영화 두개
없는게 너무 아쉬워요.. 부탁드려요..",2020-06-02 03:11:28,5
588,-.-82,팝업재생(?) 이제 안되는건가요?,False,"몇일 전부터 잘 이용하던 팝업재생(?)이 안됩니다.
다른 작업 하면서 작은 화면으로 볼 수 있었는데 갑자기 안되네요
설정 문제인지 이제 지원 되지 않는 건지 문의 드립니다.",2020-04-09 20:02:53,5
589,응가마스터,넷플릭스 거의 1년째 사용중입니다!,False,넷플릭스는 넷플릭스 만의 오리지널 시리즈때문에 못 끊고 계속 보고 있어요 . 너무 만족하며 사용중입니다. 한 가지 바라는 점이 있다면 왓챠플레이처럼 다 본 작품은 따로 볼 수 있는 카테고리를 만들어 주시면 더 편할 것 같아요,2019-12-18 14:28:07,4
590,미농리,좋은데..,False,"넷플릭스 오리지널만 모아 보는거 없어졌나요?
요샌 핸드폰이 워낙 크다보니 제일 상단에 카테고리 있는 거보다 하단에 검색 누르면 카테고리 나오던게 한손으로 누르기엔 더 편했는데 말입니당 ㅠㅠ",2019-02-08 17:23:10,5
591,rlatjagmle,자막,False,"잘 보고 있습니다. 그런데 한영자막 함께 나오는 기능도 있으면 좋을 것 같아요..! 꼭...!
그리고 영어 자막은 많이 작게 나오네요 조금만 더 폰트 크기를 키워주시면 좋겠습니다.",2019-01-04 08:59:10,5
592,ss5kyj,미드좀 팍팍추가해주세요 네에-?,False,"패밀리계정으로 몇달째 구독중입니다
왕좌의게임, 로스트 재밌게 봣는데요
쉐임리스, 빅뱅이론 추가 해주시길 부디 검토바랍니다. 정말 보고싶어요 쥬륵",2018-06-01 06:01:28,5
593,NightGangbuster,업데이트 후 발열 문제 좀 잡아라. 짜증 😡,False,"지상파 방송도 아니고 담배피는 것조차 모자이크처리. 짜증나서 볼 맛이 안나드라. 맥이 끈긴다고 할까나. 그래도 일본드라마랑 미국드라마 영국드라마 보면서 언어 학습한다고 보는데 조금은 짜증날 때가 있음.
이번 업데이트로 또 다시 발열 문제 발생. 넷플은 이 너무 발열 문제가 업데이트 할 때 마다 빈번하게 발생하냐. 업데이트 전만 해도 2시간이상 시청을 해도 배터리량이나 발열이 앖었는대 또 업뎃하고 나니 발열이 뜨거워서 핸폰을 밥지도 못 하것다. 그리고 1시간도 안 되는데 배터리 10%가 빠진다. 내 폰이 이상한 건가.",2022-06-01 12:14:56,2
594,아방이아바아앙,하이큐 4기 좀 내주세요… 제발,False,제발 하이큐 4기 좀 내주세요 정말로 부탁드립니다.. 3기 까지는 있으면서 왜 4기 부터는 없나요ㅠㅠㅠ 하찮고 귀찮다고 생각하실 지도 모르지만 진심입니다 정말로 부탁드릴게요 4기 한 번만 내주세요 앱은 늘 잘 사용하고 있습니다 감사합니다,2021-10-23 14:48:25,4
595,모아분들 스밍이나 돌려요,다 너무 좋은데 볼 수 있는게 별로 없어요,False,"제발,,볼 수 있는 작품들 좀 많이 추가해주세요..
닥터스나 어쩌다 발견한 하루 뭐 명작들 많잖아요..
이번에 “여신강림”드라마 개봉했는데 그거 끝나면 넷플에도 생겼으면 좋겠어요..넷플..볼께 없어서 왓X로 넘어갈거 같거든요?그리고 해리포터가 없는게 말이되나요.",2020-12-27 14:42:14,3
596,넘넘잘햇는데!! 자막 좀 고쳐줄수 잇어??,자막이 자꾸 사라져요,False,진짜 고작 10분짜리 영상 보면서도 자막이 두 번씩이나 사라질 정도로 오류가 너무 심합니다. 다른 기기로 넷플릭스를 봤을 때는 이런 오류가 안 생기는데 아이패드에서만 이런 오류가 나타나요. 이렇게 된지 꽤 오래 된 것 같은데 빠른 개선 부탁드립니다.,2020-12-11 03:51:16,3
597,배은희,그레이 아나토미,False,"넷플릭스 너무 좋아하는데 자막 오타가 많아졌네요 그리고 영상이 끝나기 한 2분 전부터는 아예 자막도 안뜨고 개선해 주시길 바랄게요 그리고 그레이 아나토미 시즌16,17 업로드 부탁 드릴게요 제발요 ㅠㅠ",2020-12-03 08:01:01,4
598,똑순아,영어랑 한국어 자막을 동시에 볼 수 있게 해주세요,False,영어 공부도 할 겸 미드를 많이 보는데 가끔가다 모르는 단어가 나오면 멈춰서 검색해보는게 좀 불편해요. 영어랑 한국어 자막을 동시에 볼 수 있는 기능을 추가해주시면 좋을 것 같아요,2020-12-07 16:01:00,5
599,윤영미 짱,해리포터 한국 넷플에도 들어오게 해주세요ㅠㅠ,False,해리포터 시리즈 제발 한국 넷플릭스에 들어오게해주ㅛㅔ요... 영국이나 다른 나라엔 있는 것 같은데 ㅠㅠㅠ 그리고 디즈니 영화들은 왜 다 없애셨나요ㅠㅠ 왓챠로넘어가고시ㅠ어요 그리고 왜 자막이 계속 꺼지나요ㅠㅠ 몇만원주고 이렇게 불편해야되나오ㅠㅠㅠ,2020-11-14 10:21:49,5
600,코코 5025,꼭꼭꼭꼭꼭꼭 읽어주세요,False,앱도 깔끔하고 좋은데 없는 영화나 드라마 등이 너무 많아요 진짜 방금 4개 쳐보고 왔는데 한개밖에 안나왔어요ㅎㅎ.. 작품 요청 하고 오긴했는데 빨리 올려주세요ㅠㅠ. 그리고 앞으로 10초 넘기는거 있으면 좋겠구요. 자막 블랙박스 선택할수 있게 했으면 좋겠어요 볼때 거슬려요. 그리고 짱구는 못말려 이런거 영화말고도 올려주세오.. 제발 읽고 의견좀 반영해주셨으면 좋겠어요ㅠㅠ,2018-09-29 15:15:57,3
601,subee0226,한국 작품이 많이 없어서 아쉬움.,False,"원래 리뷰 이런거 진짜 안하는데.. 이건 좀 아니다 싶음. 진짜 다 좋은데 정말 다 좋은데 한국 드라마 명작이라고 하는것들 호텔 델루나, 백일의 낭군님, 아이리스, 질투의 화신, 프로듀사, 주군의 태양 이런거랑 한국예능 크라임씬, 문제적남자 있으면 진짜 사람들이 리뷰에 별 많이주고 많이 가입할 듯 진짜 많이 아쉬움. 그리고 미국 드라마 CSI나 크리미널마인드 같은거 없어서 좀 많이 돈 아까움. 내가 내돈 내고 시간내서 보는데 찾는거는 없으니까 다른 곳가서 찾아보게 됨. 드라마나 영화 줄거리 이런거 광고하는 것보단 소비자들 원하는거 귀기울여서 업로드 해주는게 훨씬 좋을 듯.",2020-07-23 14:31:10,2
602,오터럽,에피소드 좀 올려주세요,False,다 좋은데; 몇몇 시리즈 물도 그렇고 특히나 즐겨보는 미드 중 '그레이 아나토미' 시즌이 너무 띄엄띄엄 있네요.. 최근 것도 좀 업데이트 부탁드립니다 제발...,2019-01-27 17:06:19,5
603,아니 왜다 똑같은 이름이 있데,다 좋은데,False,"넷플릭스 사용하시는 분들 대부분은 이걸로 불편한적이 있을것 같은데 5G,와이파이 4칸 다 뜨고 원활한데 왜 화질이 가만히 있을줄을 모르죠? 화질 해상도 조절좀 하게 해주세요 정주행 하면 적어도 1시간 이상은 보는데 짜증나 미쳐버릴듯요 하",2022-01-02 15:16:30,3
604,HaYeon109,업데이트좀 해주세요;;,False,"제에에ㅔㅇㅔㅔ에에에에ㅔㅔㅇ발 애니 개수좀 늘려주세요ㅠㅠ 애니 보려고 넷플 이용하는건데 애니가 시즌 3까지 나와도 아직 시즌1밖에 없습니다..솔직히 이건 좀 심하다고 봅니다. 계속 업데이트 안 해주시면 왓X로 갈아탑니다. 제발 업데이트좀 해주세요..부탁입니다ㅠㅠ 아 그리고 '약속의 네버랜드'
보는데 인형을 찢는 장면이 나오거든요? 근데 인형이 모자이크 처리가
됩니다;; 인형을 찢는데 모자이크 처리가 된다구요; 왜 애니만 심의기준이 
높은겁니까? 어이가 없어서 웃음이 나오네요; 제발좀 고쳐주세요. 긴 글
읽어주셔서 감사합니다.",2022-06-01 11:34:51,2
605,anijuy,오프닝건너뛰기 안됨,False,"말그대롭니다 오프닝 건너뛰기 누르면 그냥 영상이 처음부터 시작되고 10초눌러도 처음으로 무한 돌리기... 이게 리스트에서 영상 바로 보면 안그러는데 드라마같은거 연속으로 다음회차 보기 하면 꼭 이래요 
일부러 영상 끄고 나가서 그회차 다음껄 내손으로 다시 눌러야 오프닝 건너뛰기 활성화됩니다
제발좀 수정해주세요!!!",2021-05-10 11:28:55,3
606,넷플릭스충,하이큐,False,국외 넷플릭스에는 하이큐 4기가 있는데 국내 넷플릭스에는 왜 하이큐 4기가 없나요 ? 혹시 계약 안 할 건 가요 ?? 한다면 언제 할 건가요 딴 점은 다 좋은데 하이큐 4기가 없어서 아쉽네요 .. 그거 보려고 왓챠에 가입해야 되는 거도 아니고 ..,2021-09-19 09:47:19,5
607,가야맡,재생오류가 뜨네요,False,"앱 너무 잘 이용하고 있습니다. 다른 거 다 재생이 되는데 슬기로운 의사생활 시즌1 8회만 재생이
안 돼요 빠른 처치 부탁드리겠습니다.",2021-06-29 12:47:52,5
608,제발 좀 고처주세요.,영상 다운이 안되네요,False,제가 내일 13시간 비행기를 타서 비행기안애서 드라마 볼려고 다운받기 눌렀는데 계속 안된다네요. 다바이스에 공간이 없다고했던거 같아요. 그래서 사진 800개 지우고 어플 5개나 지웠어요. 현재 사진은 700개정도밖애 없고요 제 핸드폰 아이폰 X중에 가장 용양 큰걸로샀어요. 그리고 잠깐 앱에 문제가 있은것같아서 앱을 지웠다가 다시 다운받아도 안되더라고요. 저랑 언니랑 같은 계정을 쓰는데 언니는 되는데 저는 안되더라고요. 뭔 문제 있는건가요?,2018-12-18 05:33:42,3
609,클틴벨 사랑하자,네트워크 오류가 자꾸 떠요,False,멤버십이 만료되서 다시 결제 하고 넷플릭스 앱 업데이트 하래서 하고 앱으로 들어갔는데 네트워크 오류가 자꾸 떠요. 데이터로 시청중이었다가 그게 문제인가 싶어서 와이파이 연결하고 들어가도 안고쳐지더라고요. 핸드폰도 껐다 켜봤고 다 해봤는데 아직도 뜨네요;;,2021-01-28 20:04:46,4
610,dmtkd18,시청중인 콘텐츠 오류,False,넷플릭스 잘 이용하다가 최근부터 보던거 이어서 보려고 들어가면 원래 시청 중인 콘텐츠에 떠있어야하는데 안떠요 ㅠㅠ 예전에 봤던것들은 그대로 떠있는데 왜이러나요??,2020-11-29 12:32:23,5
611,이동욱부인,너무좋은데,False,티비로보는유저인데영. TVN 드라마도 추가해줬으면 좋겠어요ㅠㅠ 제발 도깨비랑 풍선껌이랑 진심이닿다랑 타인은지옥이다 보고싶어요 제발 어떻게 안될까요????!!????,2020-03-31 14:12:23,5
612,qpwietus,기록기능이 있으면 좋겠어요,False,"이것저것 다양하게 보는데 지금까지 어떤걸 봤는지 알 수 있는 기능이 있으면 더 편할 것 같아요 
또 영상이 더 다양하게 있으면 좋겠어요ㅠㅠ 해리포터시리즈나 콜미바이유어네임같은 유명한 영화가 별로 없는게 아쉬워요ㅠㅠㅠ",2019-12-07 07:59:40,5
613,LB920404,스트리밍 속도좀...,False,다른 영상 어플리케이션에 비해 같은 속도에서 화질이 현저히 떨어지고 심지어 로딩도 너무 긴것 같습니다 fhd 권장 속도인 5MB/s 이거나 근접한 환경에선 최소한 sd정도의 화질이라도 유지가 되어야 하는데 재생이 되다 말거나 화질이 너무 떨어져요 dmb화질도 안될정도로... 최적 비트레이트 기술이 있다는데...용량은 확실히 적은것 같은데 원활한 영상을 보고 싶습니다(기가인터넷 환경에선 속도가 되니 문제가 없지만요),2018-03-27 15:41:20,3
614,우킬라랄,뭔 에러가 이렇게 많아요,False,"아이폰 8/ios14.2 사용중
1. 시리즈물 매화 끝부분 2~3분 남겨놓고 자막이 안나와요. 매번 자막 다시 클릭하고 봐야해요.
2. 간혹 처음 부분 까만 화면에 소리만 나와요
3. 오프닝 건너뛰기가 이전부터 나와서 실제 오프닝에서는 건너뛰기가 안눌려요.",2020-11-17 20:15:17,3
615,쩌렁쩌렁ㅠㅠ,이중자막 기능 업데이트 요청,False,"많은 사람들이 이중 자막(한국어 영어 자막 같이 보기 등)을 보기 위해 다른 방법을 찾고 있는 것으로 알고 있습니다.
이중자막 기능을 선택할 수 있게 업데이트 해주시면 감사하겠습니다",2022-06-30 09:25:19,5
616,영어 모르는 사람..,넷플릭스에 학원베이비시스터 추가해주세요~,False,"안녕하세요~ 귀여운걸 좋아하는 학생입니다😀
학원베이비시스터를 볼수있는곳이 넷플릭스 
밖에 없어서요... 진짜 다른 제미있는 만화들도
있는데 학원베이비시스터는 없어서 울고싶었어요...
저는 넷플릭스 믿습니다!!😀❤️🌻",2021-01-24 04:13:58,5
617,(박지선),히로아카..,False,히로아카 이제 곧 5기나올거 같은데 아직도 4기를 안주셔서 지금 참을성이 떨어져 가는데..제발 4기 올려주세요ㅠ 2020년 안에는 올려주면 좋겠어요..제발..진짜 이렇게 간절했던적이 거의 없는데..ㅜㅜ,2020-11-27 01:58:36,4
618,ㅇㅈㄱㅊㅇㅇㅈ,다좋은데 날짜도 나왔으면 좋겠어요..,False,새에피소드 업데이트됬을때 날짜도 나왔으며누좋겠어요 ㅠㅠㅠ가끔 어디까지 시청했는제 안나오는게ㅜ있더라구요??? 전에 어디까지 봤는지 날짜보면 대충 알수있는데ㅠㅠ 새로운것도 좋지만 다음꺼 나왔으면좋겠어요 시즌이 더있는데 1시즌들만 나오고 안나오네용..ㅜ다이유가있겠지만 다음 시즌들도 챙겨주세요ㅠㅜㅜ,2020-11-19 05:14:06,4
619,간지눈나,자막,False,자막이 자꾸 꺼져요 5번 이상을 다시켜도 자막이 안나오고 승질나서 안볼랍니다..,2020-10-22 07:04:33,1
620,yxxxgfxxever,으아악앙가앙앙ㄱ 자막이 왜 이래,False,ios 13.3 업데이트 이후에 자막이 너무 커져서 보기 힘들고 끔찍해요 저만 그런 것도 아니고 많은 사람들이 얘기하는 거 같은데 언제 고쳐주실 건가요 맨날 넷플릭스 보는 게 유일한 삶의 낙인데 왜 이런 시련을 주시는 건가요 업데이트 한 게 죄도 아니고 왜!!!!!?!! 도대체ㅠㅠ 얼른 고쳐주세요 현기증 날 거 같으니까,2020-01-21 20:09:27,3
621,jm9672,다양해서 좋기는 한데,False,"한 시즌 끝나고 다른시즌 나올때까지의 텀이 너무 긺..
한시즌 끝나면 또 새로운거 고르는데 시간걸리고
최소 6개월에서 1년 지나야 새로운 시즌 나오는 것 같음

+) 남녀평등과 다양성을 존중하는 넷플을 지지합니다",2020-07-13 07:50:57,5
622,Hannah000000000,계정 도둑질 쉬운 앱,False,"친구랑 4명이서 같이 보고 있는데 (각자 다른 프로필)어느 순간부터 친구 시청목록이 뒤바뀌고 보지도 않은 게 시청됐다 그래서 비밀번호 바꾸고 어제 시청 기기목록 들어가보니까 안드로이드폰(4명 다 아이폰 유저)으로 접속한 기록 뜨고 위치도 다르게 떠서 고객센터에 드렸는데 비밀번호랑 계정 바꾸라는 이야기만 듣고 왔네요. 계속해서 이런 일이 일어나면 어떻게 조치가 취해지냐 물어보니까 비밀번호랑 계정 바꾸는 수 밖에 없다고 하네요. 새로운 기기가 생길 때마다 사용자가 메일 확인하고 지인이 아닌 경우에는 비밀번호를 또 바꿔야하는건가요? 
애초에 사용자가 계정 관리를 하는 게 아니라 영화나 드라마 저작권 지키기 위해서 만들었으면 넷플릭스 쪽에서 어느정도 폐쇄적이게 관리 해주셨으면 좋겠습니다
멀쩡히 돈 내는 사람 계정 파고 도둑질 하는 사람한테는 한없이 관대하네요",2020-04-16 07:58:24,1
623,아아ㅓ응우어어어,제발 기능 좀 추가해주세요...,False,"자막 크기 조절, 화질 선택, 내가 본 영화 확인하기 이 세가지만 있어도 정말 좋을 것 같아요ㅜㅜ 진짜 간절하게 부탁드립니다;; 그동안 넷플로 본 영화 리스트? 보고싶어오",2020-02-28 11:20:23,4
624,슈스빙좋다!,영상 시청 도중에 화질이 흐릿해져요.,False,"저는 4명이랑 같이 시청하고 있습니다.
영상을 보는 중간마다 가끔씩 화면 화질이 안좋아지네요.
UHD기능도 있는지 모르겠어요 제 핸드폰이 UHD 지원이 안되서 그렇겠죠? 화질개선좀 해주세요 중간마다 흐리지않게!",2020-02-11 14:12:37,4
625,쇼니11,다좋은데 제발,False,"다 괜찮은데 스탠다드면 2명 동시시청 가능하잖아요 ㅠㅠ?? 근데 왜케 로딩이 느립니까 와이파이 문젠줄알고 데이터로도 했는데 하루종일 로딩하네요
그리고 화질 안좋아졌다가 좋아졌다하는 이런 기본적인 문제는 해결하길 바라요 ㅠㅠ",2020-02-09 15:27:44,4
626,이승영55,자막문제가 있네요,False,외국체류중인데 넷플릭스 시청하면 그나라 언어밖에 되질않네요 브레이킹베드 시리즈 시청중이었는데 멈췄습니다... 해외에서도 한국 자막 볼수있게 어떻게 해주시면 감사하겠습니다 빠르시일안에 해결되지 않으면 끊는게 나을거 같아서 고민중입다 저만 생각하는 부분은 아닐거라 생각하여 제의 합니다,2019-08-27 20:37:32,3
627,현질유도 심하네,정말 잘 쓰고있습니다!,False,다만 한가지 아쉬운 점은 어플 내에서 자막크기 조절을 못하는 것 입니다. 핸드폰 자체설정에서 크기를 조절 할 수 있긴 하지만 하는 방법이 약간 복잡하고 방법조차 모르는 이용자들이 태반입니다. 게다가 시력이 안좋으신 분들이나 어르신들은 이용하기 힘들 것 같다는 생각이 드네요. 넷플릭스가 특정 세대층이 아닌 전 세대층이 이용하는 어플인 만큼 이 부분은 꼭 개선해주셨으면 합니다 :),2019-03-19 12:56:14,3
628,넷플고쳐줘제발,자막이랑 프로필비번 문제,False,몇주전부터 자막이 자꾸 안 나와서 영상 끄고 다시 봐야하는 빈도가 늘어나더니 저번에는 화면이 까맣게 되고 프레임이 깨지는 현상도 나타납니다.. 4명이서 계정 쓰고 있는데 아이폰으로 넷플릭스 들어가면 프로필 설정부터 나와야하는데 비번부터 치게 만들고 몇번 정도 계속 입력해야 들어가집니다 제발 고쳐주세요,2020-10-18 02:43:42,3
629,땍땍이마왕,애플티비,False,좀더 큰 화면으로 즐기기 위해 애플티비 구매 해서 잘 이용중입니다만 일단 넷플릭스는 애플티비에 제대로 최적화를 하지 않는거 같습니다 로그인부터 시작해서 애니 드라마 등 간혹 재생오류가 있네요 화면은 무한로딩중인데 음성은 재생되고 있네요 간헐적인거 같기도 하도 해당 에피소드만 그런건지 알수 없지만 이런게 간간히 발생하니 넷플릭스와 애플의 궁합이 안맞는건지 아님 애플디바이스를 무시하는건지 아님 방치하는건지,2022-07-07 03:08:53,2
630,아잉세연,일본 애니 더 추가해주세요!!,False,"넷플릭스 애용하고 있어요! 그런데 일본 넷플릭스에도 있는 주술회전,하이큐,약속의 네버랜드 2기,기븐 이런 애니 귀멸의 칼날 처럼 한국 넷플에도 나왔으면 합니다!",2021-03-08 14:49:06,5
631,꼭보시오,글씨 갑자기 커진거,False,글씨 갑자기 커진거 오류 좀 빨리 고쳐주세요,2019-12-24 04:05:59,3
632,우우웅ㅇ우ㅜㅇ,요청사항 있습니다.,False,"1. 홈 화면에 재생중인 컨텐츠를 손 쉽게 삭제 할 수 있는 기능이 생겼으면 좋겠어요. 
2. 어머니도 넷플릭스를 보시는데 자막이 좀 작아요.. 자막 크기를 키우고 줄이는 기능이 있으면 좋겠습니다. 

잘 이용하고 있습니다 감사합니다.",2020-05-05 03:11:53,4
633,후루ㅜ루루룰라라ㅏ라랄,음 보실지 모르겠지만 아는형님 오타 좀 고쳐주세요,False,아는형님 2020년 편에 신혜선님과 배종옥님 나오는 편 제목에 배종욱이라고 되있어요ㅠㅠ 배종옥 배우님이 아시면 속상하실스도 있구요...보는 사람도 가끔 헷갈려서 오타 문제 신경 써주셨으면 좋겠어요ㅠㅠ,2020-04-29 14:19:22,5
634,다은이지요,중국 드라마가 많이 나왔음 합니다!,False,"넷플릭스 👍 드라마,예능,영화 너무 좋아여 말로 펴현할 수없을 만큼(?) 좀 아쉬운 점을 말하자면 중드가 별로 없눈 것 같아요 너무 보고싶은 드라마가 있는데시즌1은 있고 2는 없어서 속상...
                       [{속상한점을 자세히!!]}
중국 드라마 중에[보스가 결혼하재요]라는 드라마가 있는데  시즌 1은 있고 2는 없더 라구요 많이 속상합니다!",2020-04-21 11:35:03,4
635,으낭낭낭,너무 좋은데 개선사항,False,"1. 내가 보고있는 영상 목록을 앱에서 바로 삭제할 수 있었으면 좋겠어요.
2. 다 본 작품도 떴으면 좋겠어요 다 본 작품이라는 칸을 만들어서요!",2020-04-17 17:17:05,5
